ra ,dec,u,b,v,r,i,j,h,k
8.612,39.902,20.567,19.992,18.890,18.211,17.567,16.356,16.091,15.384
8.713,39.926,21.283,20.468,19.161,18.351,17.604,16.748,15.412,14.796
8.788,40.095,20.887,20.286,19.089,18.348,17.672,9999.000,9999.000,9999.000
8.836,39.585,21.048,19.775,18.440,17.618,16.919,15.779,14.951,14.364
8.842,41.830,21.312,20.387,18.998,18.121,17.304,15.866,15.548,15.002
8.869,39.540,21.355,20.818,19.521,18.721,18.055,9999.000,9999.000,9999.000
8.872,41.709,21.009,20.090,18.706,17.832,17.018,15.716,15.361,14.914
8.957,41.834,21.932,21.111,19.805,18.976,18.201,9999.000,9999.000,9999.000
8.971,41.857,22.722,21.607,20.066,19.103,18.209,9999.000,9999.000,9999.000
8.974,41.729,20.765,20.261,19.206,18.522,17.875,9999.000,9999.000,9999.000
8.976,41.782,21.071,20.144,18.753,17.876,17.058,16.170,15.653,14.688
9.023,39.968,20.774,20.421,19.259,18.523,17.753,16.184,15.456,14.898
9.093,39.868,21.641,20.263,18.878,18.019,17.259,15.920,15.634,14.530
9.114,41.587,21.404,22.978,21.292,20.219,19.210,9999.000,9999.000,9999.000
9.131,42.107,21.238,20.766,19.737,19.068,18.434,9999.000,9999.000,9999.000
9.139,41.501,21.837,21.398,19.959,19.087,18.461,9999.000,9999.000,9999.000
9.158,42.246,20.419,19.458,18.039,17.146,16.314,15.090,14.480,13.832
9.194,41.440,21.855,21.147,19.874,19.083,18.367,9999.000,9999.000,9999.000
9.197,40.070,21.512,20.834,19.459,18.598,17.803,9999.000,9999.000,9999.000
9.205,39.662,21.033,19.926,18.508,17.629,16.880,15.377,14.747,14.347
9.254,39.558,22.262,21.312,19.848,18.894,17.816,16.977,16.275,15.973
9.264,41.556,22.346,21.049,19.896,19.181,18.525,9999.000,9999.000,9999.000
9.271,40.019,20.135,20.321,19.103,18.335,17.556,9999.000,9999.000,9999.000
9.288,39.820,21.413,20.500,19.455,18.825,18.271,9999.000,9999.000,9999.000
9.371,41.917,21.935,21.359,19.916,18.981,17.945,16.598,9999.000,15.478
9.405,41.901,22.979,21.821,19.998,18.882,18.165,18.366,15.698,15.486
9.503,42.049,21.321,20.551,19.156,18.295,17.582,16.539,16.258,14.930
9.554,41.880,21.787,21.640,20.457,19.709,18.941,9999.000,9999.000,9999.000
9.681,41.977,21.827,21.749,20.142,19.168,18.532,9999.000,9999.000,9999.000
9.755,42.065,19.251,20.544,19.197,18.364,17.650,9999.000,9999.000,9999.000
9.791,41.588,20.390,20.056,18.920,18.218,17.539,9999.000,9999.000,9999.000
9.868,42.049,21.382,20.574,19.135,18.246,17.541,16.026,15.256,15.131
10.064,41.907,18.678,20.325,19.402,18.860,18.454,9999.000,9999.000,9999.000
10.084,41.919,22.103,20.839,19.318,18.316,17.127,15.801,14.923,14.817
10.221,40.012,22.202,20.680,19.432,18.672,18.014,16.151,9999.000,15.328
10.597,40.643,20.965,21.989,20.045,18.845,18.028,9999.000,9999.000,9999.000
10.638,40.082,21.039,20.705,19.399,18.606,18.023,9999.000,9999.000,9999.000
10.755,40.750,21.777,21.079,19.818,19.048,18.437,9999.000,9999.000,9999.000
11.024,41.264,21.533,20.951,19.231,18.125,17.022,15.229,14.492,13.941
11.050,42.185,21.087,19.829,18.419,17.542,16.802,15.734,14.778,14.378
11.069,40.607,21.543,20.990,19.897,19.191,18.524,9999.000,9999.000,9999.000
11.102,41.863,21.383,20.654,19.087,18.060,16.837,14.758,13.766,13.487
11.135,40.278,21.076,20.275,18.735,17.784,17.041,15.807,15.211,14.138
11.191,40.589,21.918,22.123,20.409,19.340,18.518,9999.000,9999.000,9999.000
11.208,40.388,21.263,20.970,19.429,18.467,17.676,16.303,15.448,14.687
11.223,41.532,22.590,20.542,19.781,19.352,19.253,9999.000,9999.000,9999.000
11.227,40.112,21.168,20.160,19.034,18.338,17.651,16.167,15.374,15.167
11.278,40.735,21.108,20.351,19.083,18.301,17.617,9999.000,9999.000,9999.000
11.296,40.587,21.277,20.665,19.523,18.819,18.129,9999.000,9999.000,9999.000
11.464,40.429,21.012,20.161,18.726,17.836,17.076,15.796,14.944,14.524
11.512,40.384,22.064,21.742,20.056,19.028,18.360,9999.000,9999.000,9999.000
11.595,40.964,21.469,20.449,19.255,18.518,17.842,16.442,15.936,15.704
11.603,40.586,20.683,19.651,18.245,17.375,16.640,15.558,14.647,14.353
11.645,40.511,20.731,20.457,19.534,18.963,18.340,9999.000,9999.000,9999.000
11.721,41.369,21.146,20.233,18.835,17.964,17.181,15.737,14.826,14.514
11.760,41.057,21.589,20.790,19.525,18.740,18.008,9999.000,9999.000,9999.000
11.766,41.654,21.392,20.287,19.017,18.233,17.552,16.124,16.320,16.187
11.995,41.659,20.959,20.731,19.700,19.056,18.350,9999.000,9999.000,9999.000
12.184,42.264,22.063,20.269,19.206,18.550,17.903,9999.000,9999.000,9999.000
10.533,41.157,19.196,19.087,18.347,17.891,17.326,9999.000,9999.000,9999.000
11.853,41.920,19.478,18.916,17.550,16.736,15.877,14.808,14.015,13.766
10.622,41.254,20.947,20.271,19.183,18.471,17.522,9999.000,9999.000,9999.000
10.208,41.028,19.597,19.510,18.871,18.441,17.818,9999.000,9999.000,9999.000
10.280,40.837,18.058,18.842,18.699,18.667,18.489,9999.000,9999.000,9999.000
10.392,41.024,21.816,20.832,19.710,19.001,18.230,9999.000,9999.000,9999.000
10.502,41.204,20.197,19.860,18.929,18.326,17.634,9999.000,9999.000,9999.000
10.937,41.341,19.725,19.744,19.123,18.732,18.387,9999.000,9999.000,9999.000
11.458,41.805,20.176,20.082,19.763,19.671,19.388,9999.000,9999.000,9999.000
11.984,42.479,19.925,20.108,19.107,18.506,17.681,9999.000,9999.000,9999.000
11.809,42.362,19.927,19.792,18.851,18.213,17.366,16.310,15.682,14.776
11.086,41.919,17.112,17.130,16.484,16.145,15.676,15.274,14.895,14.875
12.065,42.421,19.032,18.812,18.133,17.735,17.213,9999.000,9999.000,9999.000
11.292,41.707,19.838,19.779,19.010,19.225,18.880,9999.000,9999.000,9999.000
11.316,41.747,20.958,20.748,20.700,19.526,18.760,9999.000,9999.000,9999.000
11.385,41.726,20.874,20.511,19.310,19.253,18.410,9999.000,9999.000,9999.000
11.416,41.745,19.961,19.979,19.150,19.049,17.910,9999.000,9999.000,9999.000
10.043,40.607,18.573,18.906,18.505,18.161,17.614,9999.000,9999.000,9999.000
10.441,41.557,23.468,22.609,21.035,19.891,18.826,9999.000,9999.000,9999.000
9.378,40.307,20.158,20.013,18.919,18.323,17.735,9999.000,9999.000,9999.000
9.389,40.092,20.570,20.197,18.734,18.064,17.235,16.201,15.507,14.988
9.476,40.291,20.671,20.064,18.532,17.696,17.060,9999.000,9999.000,9999.000
10.064,40.615,18.241,18.460,18.095,17.846,17.311,9999.000,9999.000,9999.000
10.238,40.742,21.196,20.901,20.207,19.833,19.361,9999.000,9999.000,9999.000
10.277,41.160,19.091,19.286,19.021,18.884,18.623,9999.000,9999.000,9999.000
10.287,41.165,19.241,18.696,17.614,16.877,15.999,15.040,14.375,14.127
10.296,40.385,19.483,19.590,18.498,17.891,17.185,9999.000,9999.000,9999.000
10.362,40.694,19.332,19.367,18.888,18.549,18.034,9999.000,9999.000,9999.000
10.419,40.972,20.515,20.455,19.048,17.921,17.392,15.874,9999.000,14.383
10.487,40.495,20.600,20.714,19.512,18.746,17.936,9999.000,9999.000,9999.000
10.638,41.181,19.646,19.586,18.592,17.956,17.136,15.793,15.317,14.331
10.730,40.996,19.485,19.617,19.101,18.763,18.323,9999.000,9999.000,9999.000
10.735,40.685,20.796,20.845,20.049,19.424,18.521,9999.000,9999.000,9999.000
10.928,40.983,21.021,20.856,19.566,18.887,18.370,9999.000,9999.000,9999.000
11.368,41.514,20.891,20.532,19.142,18.393,17.775,16.527,15.560,14.882
11.413,41.832,19.741,19.661,18.926,18.396,17.659,16.802,15.562,15.195
11.467,41.531,20.987,20.252,19.332,18.750,18.115,9999.000,9999.000,9999.000
11.474,41.687,20.223,19.924,19.171,18.664,17.861,16.016,15.395,15.020
11.574,41.746,21.231,20.759,19.937,19.366,18.739,9999.000,9999.000,9999.000
11.699,42.032,20.777,20.481,19.812,19.290,18.703,9999.000,9999.000,9999.000
11.727,42.013,18.356,19.387,18.986,18.461,18.680,9999.000,9999.000,9999.000
12.113,42.045,18.809,18.274,17.084,16.401,15.608,14.567,13.823,13.452
9.405,40.095,19.516,19.114,17.715,17.025,16.189,15.127,14.380,13.933
9.422,40.079,21.100,20.531,19.091,18.357,17.449,16.528,15.416,15.326
9.424,40.089,20.836,20.492,19.060,18.365,17.482,16.261,15.791,15.486
9.525,40.409,19.760,18.964,17.978,17.378,16.949,16.311,15.625,19.270
9.702,40.051,20.445,20.175,18.990,18.344,17.752,9999.000,9999.000,9999.000
9.725,40.644,20.859,20.348,19.570,19.087,18.534,9999.000,9999.000,9999.000
9.781,40.670,19.097,19.391,19.065,18.835,18.312,9999.000,9999.000,9999.000
9.833,40.633,20.133,19.620,18.223,17.345,16.620,15.063,14.274,14.243
9.991,41.016,20.504,19.961,18.653,17.863,17.270,15.735,14.891,14.966
10.018,40.237,20.880,20.471,18.865,17.984,17.155,16.002,15.085,14.557
10.065,40.773,20.246,20.140,19.531,19.066,18.365,9999.000,9999.000,9999.000
10.200,40.678,21.219,20.820,19.902,19.270,18.389,9999.000,9999.000,9999.000
10.261,40.804,20.747,20.232,18.782,17.975,17.075,15.680,14.867,14.502
10.421,41.068,20.832,20.285,18.743,17.955,17.110,16.442,15.136,14.905
10.772,41.241,20.349,19.439,18.376,17.669,16.909,15.502,14.572,14.157
10.793,41.289,20.142,19.736,18.331,17.637,17.046,9999.000,9999.000,14.961
11.005,41.068,21.305,20.550,18.952,17.790,17.031,15.845,15.049,14.186
11.331,41.381,21.623,20.892,19.400,18.526,17.602,16.398,15.743,14.712
11.338,41.500,21.148,20.768,19.931,19.367,18.611,9999.000,9999.000,9999.000
11.363,41.700,20.510,20.214,20.049,18.846,18.410,9999.000,9999.000,9999.000
11.364,41.548,20.722,20.636,19.060,18.186,17.217,16.070,15.089,14.292
11.365,41.390,19.277,18.758,17.605,16.885,16.359,15.260,14.579,14.103
11.407,41.901,20.312,19.990,19.244,18.776,18.148,9999.000,9999.000,9999.000
11.412,41.895,20.903,20.624,19.797,19.250,18.496,9999.000,9999.000,9999.000
11.433,41.908,19.585,19.341,18.220,17.403,16.378,15.010,13.844,13.620
11.449,41.871,20.449,20.212,19.721,19.419,18.955,9999.000,9999.000,9999.000
11.516,41.608,19.934,19.941,19.353,18.991,18.515,9999.000,9999.000,9999.000
11.571,41.610,20.827,20.729,19.051,18.221,17.326,9999.000,15.638,14.588
11.576,41.784,20.644,20.581,19.596,18.930,18.097,9999.000,9999.000,9999.000
11.745,42.296,20.341,19.998,19.241,18.481,18.006,9999.000,9999.000,9999.000
12.131,42.018,19.231,18.768,17.574,16.863,16.034,14.693,13.990,13.735
10.736,40.856,19.386,19.400,18.799,18.362,17.821,9999.000,9999.000,9999.000
9.726,40.443,19.562,19.642,19.262,19.036,18.486,9999.000,9999.000,9999.000
11.095,42.076,15.480,16.347,16.257,16.245,16.065,9999.000,9999.000,9999.000
10.451,40.883,21.499,21.048,20.298,19.780,18.996,9999.000,9999.000,9999.000
10.471,40.871,20.762,20.490,19.856,19.410,18.844,9999.000,9999.000,9999.000
10.479,40.865,21.272,21.025,20.301,19.794,19.059,9999.000,9999.000,9999.000
8.804,41.486,19.820,19.171,18.110,17.308,16.569,15.459,14.737,14.429
10.478,39.590,19.047,18.898,18.175,17.664,17.058,15.842,15.868,15.151
11.652,40.007,18.841,18.322,17.341,16.599,15.946,14.748,13.987,13.825
12.188,40.146,19.089,18.618,17.646,16.876,16.250,15.196,14.187,14.001
12.395,40.008,18.537,17.899,16.858,16.106,15.466,14.516,13.725,13.527
12.681,40.187,18.585,18.422,17.668,17.091,16.471,15.366,14.915,14.302
12.699,41.430,19.027,18.355,17.322,16.632,16.028,14.739,14.082,13.723
8.546,39.847,18.958,18.794,17.970,17.222,16.597,15.769,14.940,15.024
8.876,40.740,18.848,18.782,18.045,17.397,16.751,15.613,15.337,14.603
9.103,39.752,19.292,19.246,18.560,18.042,17.557,17.249,16.772,15.596
9.141,41.152,19.696,19.569,18.789,18.120,17.566,16.921,9999.000,15.003
9.397,40.965,19.226,18.644,17.634,16.890,16.236,15.168,14.598,14.057
9.518,40.926,18.724,18.464,17.640,16.993,16.326,15.586,14.703,14.214
10.009,39.387,18.714,18.380,17.559,17.014,16.435,16.078,15.008,14.660
10.058,39.692,19.187,18.690,17.694,16.887,16.186,15.087,14.507,14.116
10.075,42.423,17.954,18.498,18.536,19.076,17.988,15.834,9999.000,14.918
10.214,40.558,18.791,18.620,17.927,17.513,16.875,9999.000,9999.000,9999.000
10.806,40.021,18.674,18.752,18.234,17.920,17.707,9999.000,9999.000,9999.000
10.922,39.613,17.248,17.125,16.390,15.809,15.119,14.088,13.296,12.955
11.399,40.593,18.374,18.148,17.419,17.007,16.593,15.678,15.257,15.633
11.455,41.030,18.470,18.227,17.467,16.981,16.436,15.425,15.086,9999.000
11.543,40.842,18.910,18.676,17.918,17.439,17.007,16.549,16.859,15.286
11.593,40.302,18.716,18.791,18.228,17.894,17.538,15.937,16.214,9999.000
11.672,40.051,18.999,18.883,18.209,17.820,17.469,15.724,16.325,9999.000
11.700,40.039,18.555,18.518,17.907,17.565,17.130,16.499,15.968,15.433
12.229,39.599,19.536,18.725,17.567,16.711,16.050,14.862,14.012,13.713
12.469,40.886,19.219,18.438,17.375,16.733,16.159,15.173,14.405,14.231
12.516,40.628,19.310,18.849,17.832,16.923,16.214,14.956,14.274,13.805
11.977,42.734,20.081,19.285,18.582,18.306,17.100,15.684,15.062,14.780
12.201,42.546,20.250,19.987,19.028,19.045,17.804,9999.000,9999.000,9999.000
12.339,42.271,19.725,19.663,18.793,18.618,17.852,9999.000,9999.000,9999.000
8.807,39.760,19.292,19.217,18.470,17.810,17.146,15.994,15.124,14.964
9.906,42.166,16.909,17.070,16.513,16.066,15.455,15.126,14.546,14.359
8.346,40.078,19.514,19.111,18.218,17.570,16.944,15.946,15.224,14.602
8.384,39.859,18.324,18.465,17.935,17.587,17.112,16.276,15.972,14.873
8.404,39.683,17.705,17.556,16.801,16.210,15.615,14.633,13.932,13.569
8.893,41.198,20.585,20.012,19.050,18.406,17.695,9999.000,9999.000,9999.000
8.992,39.627,19.791,19.276,18.286,17.516,16.822,15.689,14.944,14.400
9.007,39.814,20.104,19.585,18.604,17.855,17.162,16.063,15.186,14.871
9.008,41.246,20.295,20.128,19.390,18.858,18.253,9999.000,9999.000,9999.000
9.021,40.922,19.904,19.274,18.133,17.107,16.374,15.178,14.510,13.881
9.132,41.195,20.009,19.937,19.069,18.090,17.360,16.227,15.019,14.494
9.472,41.519,20.033,20.272,19.719,19.215,18.740,9999.000,9999.000,9999.000
9.502,41.571,19.866,19.835,19.183,18.737,18.268,9999.000,9999.000,9999.000
9.807,41.964,19.539,19.640,19.033,18.516,17.827,9999.000,9999.000,9999.000
9.849,42.027,20.076,19.999,19.326,18.884,18.475,9999.000,9999.000,9999.000
9.863,42.116,19.675,20.025,19.554,19.133,18.732,9999.000,9999.000,9999.000
9.937,42.118,18.449,18.152,17.371,16.902,16.438,15.632,15.180,15.316
10.021,41.788,19.645,19.719,19.096,18.594,18.097,9999.000,9999.000,9999.000
10.032,41.970,20.100,20.255,19.750,19.452,18.979,9999.000,9999.000,9999.000
10.059,41.693,20.680,20.692,19.976,19.311,18.418,9999.000,9999.000,9999.000
10.255,41.741,17.819,18.379,18.096,17.924,17.651,9999.000,9999.000,9999.000
10.273,42.215,20.377,19.669,18.667,18.090,17.471,16.639,16.124,15.079
10.301,41.603,19.296,19.318,18.731,18.403,18.072,9999.000,9999.000,9999.000
10.303,41.661,19.317,19.517,19.042,18.801,18.506,9999.000,9999.000,9999.000
10.595,40.373,19.999,19.746,18.832,17.954,17.314,9999.000,9999.000,9999.000
10.647,41.505,17.432,18.159,17.987,17.901,17.626,9999.000,9999.000,9999.000
10.829,42.253,17.193,16.553,15.565,14.962,14.450,13.651,13.105,13.022
10.867,40.600,19.827,19.840,19.142,18.490,17.761,16.901,15.851,16.554
10.972,40.333,19.262,19.449,18.896,18.448,17.972,9999.000,9999.000,9999.000
11.105,40.937,21.238,21.019,20.053,19.010,18.336,16.611,15.812,15.314
11.110,40.251,18.543,18.421,17.724,17.258,16.752,9999.000,9999.000,9999.000
11.119,40.707,19.820,19.337,18.333,17.477,16.716,15.343,14.938,14.321
11.147,40.731,20.189,20.100,19.244,18.334,17.687,16.787,16.166,15.723
11.247,40.973,20.903,20.637,19.883,19.424,18.790,9999.000,9999.000,9999.000
11.257,40.403,20.133,19.375,18.187,17.201,16.558,15.375,14.675,14.091
11.266,40.500,18.996,19.060,18.410,17.838,17.262,16.262,15.506,15.346
11.267,40.719,19.947,19.697,18.807,17.993,17.372,16.125,15.110,14.910
11.270,40.509,19.075,19.347,18.863,18.479,17.955,9999.000,9999.000,9999.000
11.281,41.003,19.588,19.839,19.350,18.985,18.570,9999.000,9999.000,9999.000
11.446,40.755,20.264,19.416,18.267,17.484,16.839,15.772,14.939,14.780
11.511,41.748,18.130,19.082,19.073,19.183,19.223,9999.000,9999.000,9999.000
11.539,41.485,20.211,20.007,19.336,19.042,18.650,9999.000,9999.000,9999.000
11.542,40.920,19.813,19.476,18.547,17.728,17.087,15.765,15.188,15.096
11.637,40.110,19.279,18.704,17.795,17.317,16.822,15.619,15.015,14.407
11.809,40.373,19.370,19.535,19.031,18.715,18.173,9999.000,9999.000,9999.000
11.813,41.020,19.476,19.611,18.932,18.216,17.683,9999.000,9999.000,9999.000
11.897,41.025,19.268,19.368,18.775,18.317,17.781,9999.000,9999.000,9999.000
12.007,41.832,19.017,19.098,18.570,18.317,17.941,9999.000,9999.000,9999.000
12.101,40.112,20.103,20.343,19.713,18.996,18.415,9999.000,9999.000,9999.000
12.137,42.046,20.115,19.484,18.442,17.673,17.043,16.675,15.218,15.028
12.172,41.532,19.644,19.344,18.554,18.070,17.626,9999.000,9999.000,9999.000
12.262,41.916,19.042,18.499,17.600,17.099,16.512,9999.000,9999.000,9999.000
12.313,41.025,19.650,19.456,18.757,18.379,17.960,9999.000,9999.000,9999.000
8.305,40.091,19.956,19.676,18.823,18.131,17.466,16.158,15.527,15.425
8.442,39.810,20.392,19.785,18.778,18.074,17.425,9999.000,9999.000,9999.000
8.551,40.108,20.283,19.457,18.259,17.318,16.608,15.399,14.645,14.254
8.787,40.126,20.721,20.383,19.499,18.801,18.172,9999.000,9999.000,9999.000
8.812,39.695,20.548,20.024,18.955,17.991,17.285,9999.000,9999.000,9999.000
8.962,39.600,20.369,19.912,18.922,18.085,17.421,9999.000,9999.000,9999.000
8.966,40.903,20.285,19.877,18.810,17.722,17.033,15.707,14.658,14.518
9.071,41.427,20.313,20.248,19.439,18.603,17.914,16.572,15.893,15.306
9.181,39.582,20.084,19.352,18.239,17.402,16.692,15.427,14.625,14.328
9.276,41.747,19.718,19.196,18.231,17.527,16.838,15.668,14.922,14.510
9.304,41.444,19.513,19.826,19.301,18.748,18.072,9999.000,9999.000,9999.000
9.492,41.394,20.306,20.400,19.806,19.374,18.988,9999.000,9999.000,9999.000
9.594,40.849,20.461,19.976,19.010,18.260,17.547,9999.000,9999.000,9999.000
9.747,41.733,20.869,20.460,19.560,18.921,18.435,9999.000,9999.000,9999.000
9.813,42.381,20.063,19.673,18.816,18.252,17.711,9999.000,9999.000,9999.000
10.022,41.443,20.279,20.238,19.622,19.295,18.959,9999.000,9999.000,9999.000
10.029,41.719,20.383,20.144,19.407,19.011,18.759,9999.000,9999.000,9999.000
10.069,41.568,19.750,19.800,19.210,18.847,18.539,9999.000,9999.000,9999.000
10.113,41.555,20.167,20.192,19.566,19.106,18.569,9999.000,9999.000,9999.000
10.181,41.593,19.875,20.085,19.462,18.802,18.313,9999.000,9999.000,9999.000
10.283,41.859,20.601,20.719,20.056,19.386,18.738,9999.000,9999.000,9999.000
10.352,42.337,19.517,19.100,18.152,17.375,16.700,15.489,14.621,14.401
10.513,40.064,20.121,19.928,19.099,18.357,17.624,16.216,9999.000,14.870
10.701,40.307,19.871,19.843,19.090,18.359,17.717,9999.000,9999.000,9999.000
10.839,40.399,19.303,18.976,18.017,17.105,16.402,15.162,14.562,14.076
10.875,40.285,19.365,19.638,19.171,18.840,18.377,9999.000,9999.000,9999.000
10.925,40.401,20.077,20.138,19.527,19.052,18.442,9999.000,9999.000,9999.000
10.966,40.629,20.644,20.651,19.846,18.927,18.145,9999.000,9999.000,9999.000
11.019,40.089,19.921,19.673,18.944,18.545,18.078,9999.000,9999.000,9999.000
11.136,40.649,19.959,19.222,18.068,17.128,16.402,15.437,14.546,14.135
11.160,41.420,16.669,17.136,16.594,15.999,16.422,9999.000,9999.000,9999.000
11.193,40.552,20.522,20.771,20.193,19.625,19.287,9999.000,9999.000,9999.000
11.338,41.682,19.758,19.740,19.113,18.708,18.214,9999.000,9999.000,9999.000
11.356,40.317,20.316,20.309,19.631,19.073,18.515,9999.000,9999.000,9999.000
11.362,41.263,20.767,20.627,19.784,18.947,18.245,9999.000,9999.000,9999.000
11.458,40.086,19.020,18.339,17.288,16.556,15.921,14.897,14.017,13.496
11.465,40.079,21.059,20.235,19.089,18.284,17.654,16.558,15.420,15.162
11.490,40.286,19.084,19.074,18.391,17.820,17.225,16.547,15.502,15.402
11.525,40.374,20.407,19.533,18.308,17.362,16.697,15.646,14.632,14.432
11.596,40.345,21.107,20.615,19.578,18.667,18.017,17.070,15.654,15.555
11.652,41.176,20.356,20.044,19.216,18.620,17.969,9999.000,9999.000,9999.000
11.654,40.717,20.613,20.199,19.253,18.473,17.760,9999.000,9999.000,9999.000
11.746,40.901,20.216,19.552,18.409,17.421,16.733,15.489,14.641,14.412
11.855,41.039,19.971,20.031,19.457,19.100,18.633,9999.000,9999.000,9999.000
11.998,41.904,20.201,20.209,19.589,19.174,18.642,9999.000,9999.000,9999.000
12.019,40.141,19.605,19.316,18.333,17.321,16.655,15.324,14.611,13.898
12.036,41.819,19.856,19.373,18.360,17.493,16.806,15.488,14.833,14.378
12.194,41.779,20.913,21.165,20.503,19.699,19.085,9999.000,9999.000,9999.000
12.296,41.965,20.605,20.803,20.134,19.363,18.784,9999.000,9999.000,9999.000
12.357,42.102,20.608,19.751,18.646,17.982,17.329,16.352,15.175,15.237
12.399,42.195,20.219,20.062,19.173,18.244,17.521,16.510,16.969,15.103
12.693,39.889,9999.000,18.625,17.654,17.041,16.319,15.340,14.517,14.244
9.975,41.386,9999.000,9999.000,18.200,9999.000,9999.000,9999.000,9999.000,9999.000
11.942,41.749,9999.000,18.874,17.612,16.872,9999.000,15.328,14.469,14.355
13.017,41.585,9999.000,9999.000,9999.000,9999.000,9999.000,15.032,14.200,13.840
8.548,39.400,9999.000,9999.000,9999.000,22.302,9999.000,9999.000,9999.000,9999.000
10.476,40.841,9999.000,9999.000,20.620,9999.000,9999.000,9999.000,9999.000,9999.000
10.195,41.674,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
9.829,40.366,15.970,16.760,16.540,9999.000,9999.000,9999.000,9999.000,9999.000
11.614,41.048,17.730,17.710,16.810,9999.000,9999.000,16.372,15.447,15.495
11.655,39.399,17.190,17.090,16.510,9999.000,9999.000,15.491,15.147,14.898
10.264,41.015,18.330,18.170,18.313,16.760,16.040,15.210,9999.000,14.380
11.715,40.396,17.970,17.947,17.184,16.753,16.100,15.874,16.110,15.659
11.403,41.726,22.529,21.005,19.759,19.836,18.620,9999.000,9999.000,9999.000
10.715,41.392,17.472,18.049,17.694,17.317,16.622,15.196,14.858,14.329
11.754,41.912,17.603,17.405,16.757,16.345,15.810,15.506,14.890,14.782
10.375,41.289,19.200,18.951,18.330,17.993,17.530,9999.000,9999.000,9999.000
11.468,41.714,19.452,19.577,19.198,18.911,18.488,9999.000,9999.000,9999.000
11.436,41.867,17.721,17.670,16.945,16.480,15.877,15.245,14.704,14.591
11.084,41.456,24.776,21.636,20.230,18.867,18.750,16.691,15.441,15.180
11.257,41.651,21.055,20.719,19.580,19.586,18.610,9999.000,9999.000,9999.000
11.264,41.668,20.604,19.898,18.630,18.089,16.890,15.406,14.851,9999.000
11.296,41.649,19.417,19.902,19.750,19.812,18.829,9999.000,9999.000,9999.000
10.527,40.888,20.403,20.051,19.202,18.639,17.878,9999.000,9999.000,9999.000
10.590,41.239,20.441,19.611,18.567,17.675,17.065,15.232,14.555,14.326
10.817,41.466,20.354,19.479,18.316,17.607,16.865,9999.000,9999.000,9999.000
10.867,41.006,21.162,20.804,19.924,19.358,18.541,9999.000,9999.000,9999.000
10.087,40.556,18.493,18.740,18.200,18.280,17.790,9999.000,9999.000,9999.000
10.730,41.052,18.470,18.524,17.940,17.571,17.137,15.355,15.217,9999.000
10.624,41.098,18.080,18.196,17.558,16.980,16.503,9999.000,9999.000,9999.000
11.049,41.398,19.088,19.179,18.539,17.933,18.150,15.551,14.641,14.404
9.861,41.904,9999.000,18.178,16.900,16.038,9999.000,14.262,13.601,13.465
12.891,39.960,17.650,17.591,16.815,16.151,9999.000,15.115,14.139,14.163
9.508,40.696,18.720,18.032,16.829,16.329,15.650,14.738,13.976,13.648
9.578,39.666,18.870,18.470,17.150,16.380,15.430,14.295,13.598,13.275
10.287,39.627,18.510,17.949,16.736,16.154,15.110,14.567,13.769,13.745
10.982,40.023,18.990,18.139,17.125,16.482,15.860,14.884,14.337,13.872
11.079,39.756,18.820,18.247,17.610,16.812,16.060,15.461,14.860,14.504
11.300,39.881,18.800,18.255,16.742,16.092,15.410,14.400,13.668,13.222
9.081,42.275,18.560,18.480,17.980,9999.000,16.950,9999.000,9999.000,9999.000
9.256,39.810,19.700,18.936,17.705,16.942,16.244,15.306,14.488,13.931
9.574,39.622,18.030,18.120,17.520,17.140,16.150,15.865,15.220,14.776
9.747,41.721,18.730,18.917,18.331,18.065,9999.000,9999.000,9999.000,9999.000
11.451,40.392,18.890,18.765,17.548,16.785,16.025,14.840,14.061,13.571
12.015,39.704,19.080,18.403,17.295,16.602,15.891,15.261,14.183,13.952
12.156,39.518,18.530,19.380,16.300,15.830,14.420,13.826,13.029,12.756
12.470,42.162,18.630,18.520,17.522,16.938,16.240,15.022,14.183,13.847
9.185,41.141,18.010,18.450,17.960,17.410,9999.000,9999.000,9999.000,9999.000
9.275,42.428,18.510,18.630,17.640,9999.000,9999.000,15.448,15.073,14.475
9.336,42.314,19.300,18.650,17.870,19.360,9999.000,15.280,14.432,14.080
9.403,39.836,16.850,16.830,16.500,16.270,9999.000,14.895,14.330,13.814
9.702,40.076,19.470,18.900,17.980,17.390,9999.000,15.170,14.402,13.871
9.953,42.387,17.050,17.510,16.750,9999.000,9999.000,14.271,13.912,13.558
10.111,39.981,19.110,19.082,17.948,17.246,16.560,15.568,14.410,14.430
10.309,40.104,19.730,18.970,17.980,17.020,9999.000,15.107,14.323,14.121
10.814,40.262,16.930,16.900,16.910,16.390,9999.000,15.062,14.629,14.273
10.852,40.414,19.730,19.196,17.737,17.134,9999.000,15.362,14.690,14.352
10.925,39.775,18.740,18.560,17.950,17.200,9999.000,15.517,14.859,14.653
11.542,40.048,19.020,18.463,17.338,16.639,15.952,14.856,14.168,13.806
11.622,41.063,18.000,17.590,16.480,16.080,9999.000,13.902,13.162,12.868
11.717,41.253,19.170,19.120,17.860,17.260,9999.000,15.512,14.669,14.165
11.784,39.805,18.310,18.808,17.702,17.020,16.373,15.181,14.668,14.182
11.900,40.375,19.090,19.220,18.200,17.573,16.957,15.883,14.951,14.681
