,ac age,fu,fb,fv,fr,fi,fj,fh,fk,nuv,enuv,fuv,efuv,Vr
1,old cluster,6,6,6,6,6,0,0,0,18.02,0.01,18.97,0.03,-332.00
2,old cluster,0,0,0,0,0,0,0,0,19.33,0.02,20.17,0.05,-165.00
3,old cluster,0,0,0,0,0,0,0,0,20.11,0.04,21.11,0.11,-451.00
4,old cluster,0,0,0,0,0,0,0,0,18.28,0.01,19.05,0.02,-274.00
5,old cluster,6,6,6,6,7,0,0,0,19.39,0.08,20.66,0.11,-470.00
6,old cluster,0,0,0,0,0,0,0,0,19.33,0.02,20.08,0.05,-187.00
7,other class,13,19,19,19,1,0,0,0,19.64,0.21,20.62,0.19,70.00
8,old cluster,7,7,7,7,7,0,0,0,19.07,0.02,19.74,0.05,-220.00
9,old cluster,0,0,0,0,0,5,5,5,16.43,0.00,16.58,0.01,-567.00
10,old cluster,0,0,0,0,0,0,0,0,21.18,0.09,22.50,0.23,-330.00
11,old cluster,7,7,0,7,0,0,0,0,19.20,0.01,20.05,0.02,-351.00
12,old cluster,0,0,0,0,0,0,0,0,19.97,0.02,20.81,0.04,-224.00
13,old cluster,0,0,0,0,0,0,0,0,19.09,0.01,20.23,0.04,-224.00
14,other class,7,0,0,0,0,0,0,0,18.73,0.02,19.48,0.03,-138.00
15,old cluster,6,0,6,0,6,0,0,0,21.32,0.06,999.00,999.00,-174.00
16,old cluster,7,0,0,0,0,0,0,0,19.20,0.02,20.43,0.04,-192.00
17,old cluster,0,0,0,0,0,0,0,0,19.02,0.01,20.11,0.02,-363.00
18,interm cluster,6,6,0,6,0,0,0,0,18.70,0.02,19.61,0.05,-189.00
19,old cluster,0,0,0,7,0,0,0,0,18.89,0.02,19.72,0.06,-162.00
20,old cluster,7,19,7,19,7,0,0,0,19.03,0.02,19.94,0.04,-106.00
21,old cluster,6,0,0,0,0,0,0,0,18.94,0.02,19.90,0.04,-56.00
22,old cluster,0,0,0,0,0,0,0,0,21.21,0.08,999.00,999.00,-273.00
23,old cluster,7,0,0,0,1,0,0,0,18.68,0.01,20.20,0.04,-315.00
24,old cluster,0,0,0,0,0,0,0,0,21.20,0.14,22.65,0.27,-334.00
25,old cluster,0,0,0,0,0,0,0,0,19.55,0.03,20.21,0.06,-247.00
26,old cluster,0,0,0,0,0,0,0,0,21.24,0.05,21.96,0.10,-59.00
27,old cluster,6,6,0,6,0,0,0,0,21.21,0.06,999.00,999.00,-253.00
28,old cluster,0,0,0,0,6,2,9,2,19.89,0.11,20.81,0.13,-424.00
29,old cluster,6,0,0,0,6,0,0,0,19.91,0.04,21.67,0.14,-139.00
30,old cluster,6,6,0,0,0,0,0,0,20.58,0.03,21.49,0.07,-478.00
31,old cluster,6,0,0,0,0,5,5,5,20.90,0.03,22.79,0.16,-125.00
32,old cluster,0,0,0,0,0,0,0,0,20.03,0.03,20.64,0.06,-347.00
33,old cluster,6,6,0,6,6,0,0,0,19.72,0.02,21.18,0.06,-469.00
34,old cluster,0,0,0,0,0,0,0,0,19.36,0.02,20.78,0.05,-161.00
35,old cluster,7,0,0,0,0,0,0,0,20.10,0.03,22.07,0.19,-373.00
36,old cluster,0,0,0,0,0,0,0,0,21.18,0.05,999.00,999.00,-539.00
37,old cluster,6,0,0,0,0,0,0,0,20.32,0.02,21.32,0.05,-478.00
38,old cluster,0,0,0,0,0,0,0,0,19.16,0.02,20.28,0.05,-402.00
39,old cluster,0,0,0,0,0,0,0,0,21.41,0.04,999.00,999.00,-237.00
40,young clster,6,6,6,0,0,0,0,0,999.00,999.00,999.00,999.00,-355.00
41,old cluster,6,6,6,6,6,0,0,0,21.08,0.12,999.00,999.00,-265.00
42,old cluster,6,0,0,0,0,0,0,0,20.81,0.06,999.00,999.00,-163.00
43,young clster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-366.00
44,old cluster,0,0,0,0,0,0,0,0,20.00,0.02,21.64,0.08,-383.00
45,old cluster,0,0,0,0,0,0,0,0,21.60,0.16,999.00,999.00,-565.00
46,old cluster,0,0,0,0,0,0,0,0,19.89,0.03,21.04,0.10,-264.00
47,old cluster,0,0,0,0,0,0,0,0,20.08,0.04,21.06,0.10,-174.00
48,old cluster,0,0,0,0,0,0,0,0,20.78,0.08,21.34,0.10,-51.00
49,young clster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-154.00
50,old cluster,0,0,0,0,0,0,0,0,21.23,0.07,999.00,999.00,-219.00
51,old cluster,6,0,0,0,0,0,0,0,20.41,0.03,999.00,999.00,-86.00
52,other class,14,0,0,0,0,0,0,0,22.85,0.25,999.00,999.00,-302.00
53,other class,6,0,0,0,0,0,0,0,19.49,0.02,20.67,0.06,-182.00
54,old cluster,6,0,0,0,0,0,0,0,21.18,0.06,999.00,999.00,-352.00
55,old cluster,6,6,6,6,6,0,0,0,21.32,0.07,999.00,999.00,-364.00
56,old cluster,6,0,0,0,0,0,0,0,20.04,0.02,21.27,0.05,-74.00
57,old cluster,0,0,0,0,0,5,5,5,16.81,0.00,16.82,0.01,99999.00
58,old cluster,0,0,0,0,0,0,0,0,19.38,0.02,20.91,0.08,-313.00
59,old cluster,6,6,0,0,0,0,0,0,21.07,0.03,999.00,999.00,-425.00
60,old cluster,0,0,0,0,0,0,0,0,19.60,0.03,20.46,0.06,-290.00
61,old cluster,6,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-458.00
62,other class,13,0,0,0,0,1,9,1,22.39,0.24,999.00,999.00,-233.00
63,old cluster,0,0,0,0,0,0,0,0,20.67,0.06,999.00,999.00,-706.00
64,old cluster,0,0,0,0,0,0,0,0,20.34,0.04,20.96,0.08,-337.00
65,old cluster,6,6,6,6,6,0,0,0,20.08,0.02,22.83,0.16,-251.00
66,young clster,7,7,6,7,6,0,0,0,20.75,0.02,999.00,999.00,-252.00
67,old cluster,0,0,0,0,0,3,3,3,999.00,999.00,999.00,999.00,-186.00
68,old cluster,0,0,0,0,0,0,0,0,21.57,0.13,999.00,999.00,-514.00
69,young clster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-243.00
70,old cluster,0,0,6,0,6,0,0,0,20.24,0.02,22.09,0.10,-141.00
71,old cluster,7,0,0,0,0,0,0,0,21.70,0.14,999.00,999.00,-481.00
72,old cluster,6,0,0,0,0,0,0,0,21.98,0.22,999.00,999.00,-128.00
73,old cluster,0,0,0,0,0,0,0,0,21.21,0.07,999.00,999.00,-202.00
74,old cluster,0,0,0,0,0,0,0,0,21.74,0.16,999.00,999.00,-102.00
75,old cluster,6,0,0,0,6,0,0,0,999.00,999.00,999.00,999.00,-549.00
76,old cluster,0,0,0,0,0,0,0,0,20.45,0.02,21.76,0.07,-371.00
77,old cluster,0,0,6,0,0,0,0,0,19.46,0.03,20.69,0.08,-597.00
78,old cluster,6,0,6,0,0,0,0,0,999.00,999.00,999.00,999.00,-219.00
79,other class,6,0,0,0,0,0,0,0,16.37,0.01,16.68,0.01,-570.00
80,old cluster,6,6,6,0,0,0,0,0,999.00,999.00,999.00,999.00,-270.00
81,young clster,6,6,6,6,6,0,0,0,21.63,0.12,999.00,999.00,-338.00
82,old cluster,0,0,0,0,0,0,0,0,19.86,0.03,21.14,0.09,-181.00
83,old cluster,0,0,0,0,0,0,0,0,18.36,0.01,18.70,0.02,-437.00
84,old cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-358.00
85,old cluster,6,6,6,6,6,0,0,0,21.46,0.13,999.00,999.00,-129.00
86,old cluster,6,6,6,6,7,0,0,0,21.88,0.12,999.00,999.00,-373.00
87,old cluster,0,0,0,0,0,0,0,0,21.57,0.11,999.00,999.00,-268.00
88,other class,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-372.00
89,old cluster,6,6,6,6,6,0,0,0,21.83,0.20,22.90,0.37,-231.00
90,young clster,6,6,0,6,6,0,0,0,999.00,999.00,999.00,999.00,-237.00
91,old cluster,0,0,0,0,0,0,0,0,20.65,0.07,20.92,0.12,-98.00
92,old cluster,0,0,0,0,0,0,0,0,21.59,0.11,999.00,999.00,-358.00
93,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-338.00
94,old cluster,0,0,0,6,1,0,0,0,20.14,0.02,21.17,0.06,-424.00
95,old cluster,0,0,0,0,0,0,0,0,20.53,0.02,21.48,0.06,-352.00
96,old cluster,0,0,0,0,0,0,0,0,22.31,0.15,999.00,999.00,-424.00
97,old cluster,0,0,0,0,0,0,0,0,19.90,0.02,20.80,0.06,-360.00
98,old cluster,0,0,0,0,0,0,0,0,20.13,0.04,20.98,0.09,-307.00
99,old cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
100,old cluster,0,0,0,0,0,0,0,0,20.77,0.12,20.84,0.14,-440.00
101,other class,0,0,0,0,0,0,0,0,20.15,0.03,21.09,0.08,-413.00
102,old cluster,0,0,0,0,0,1,9,1,20.05,0.05,20.89,0.09,-529.00
103,old cluster,6,6,0,6,0,0,0,0,999.00,999.00,999.00,999.00,-278.00
104,old cluster,0,0,0,0,0,0,0,0,21.52,0.18,999.00,999.00,-321.00
105,old cluster,0,0,0,0,0,0,0,0,21.91,0.08,999.00,999.00,-35.00
106,old cluster,0,6,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-228.00
107,old cluster,6,0,0,0,0,0,0,0,20.19,0.04,21.14,0.11,-641.00
108,old cluster,0,0,0,0,0,0,0,0,17.82,0.01,18.15,0.02,-535.00
109,old cluster,0,0,0,0,0,0,0,0,21.59,0.10,999.00,999.00,-512.00
110,old cluster,0,0,0,0,0,0,0,0,21.01,0.04,999.00,999.00,-258.00
111,old cluster,0,0,0,0,0,0,0,0,20.32,0.02,21.49,0.06,-31.00
112,other class,6,6,6,6,9,0,0,0,19.99,0.03,21.47,0.10,-35.00
113,old cluster,0,0,0,0,0,9,5,5,20.78,0.11,22.02,0.26,-72.00
114,old cluster,0,0,0,0,0,0,0,0,20.48,0.04,999.00,999.00,-539.00
115,old cluster,6,0,0,0,0,0,0,0,20.76,0.06,21.26,0.12,-175.00
116,old cluster,7,0,0,0,0,0,0,0,20.26,0.02,22.10,0.08,-251.00
117,other class,6,6,6,6,21,0,0,0,20.97,0.04,999.00,999.00,-216.00
118,old cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-291.00
119,old cluster,6,6,6,6,6,0,0,0,22.02,0.08,999.00,999.00,-325.00
120,old cluster,6,6,0,0,0,0,0,0,21.82,0.12,999.00,999.00,-25.00
121,old cluster,0,6,0,7,0,0,0,0,21.33,0.10,21.69,0.15,-251.00
122,old cluster,6,6,6,6,6,0,0,0,20.47,0.03,21.94,0.12,-521.00
123,old cluster,6,6,6,6,7,0,0,0,20.09,0.02,21.11,0.05,-164.00
124,old cluster,0,7,0,7,0,5,5,5,999.00,999.00,999.00,999.00,99999.00
125,old cluster,6,0,0,0,0,0,0,0,22.16,0.07,999.00,999.00,-321.00
126,old cluster,6,6,6,6,7,0,0,0,21.02,0.07,999.00,999.00,-247.00
127,old cluster,6,0,0,0,0,0,0,0,20.59,0.02,21.64,0.05,-67.00
128,old cluster,6,6,6,6,7,0,0,0,21.31,0.20,999.00,999.00,-369.00
129,old cluster,6,6,0,6,0,0,0,0,20.27,0.02,21.67,0.05,-143.00
130,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-272.00
131,old cluster,0,0,0,0,0,0,0,0,20.58,0.02,21.84,0.06,-178.00
132,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-374.00
133,old cluster,0,0,6,0,0,0,0,0,20.92,0.04,999.00,999.00,-215.00
134,old cluster,6,0,0,0,0,0,0,0,21.81,0.07,999.00,999.00,-285.00
135,old cluster,6,6,6,6,6,0,0,0,21.70,0.13,22.22,0.17,-260.00
136,old cluster,6,6,6,6,6,0,0,0,21.10,0.05,21.42,0.07,-285.00
137,old cluster,6,6,6,6,6,0,0,0,20.25,0.06,21.41,0.14,-60.00
138,old cluster,0,0,0,0,0,0,0,0,21.03,0.05,999.00,999.00,-460.00
139,old cluster,6,6,6,6,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
140,old cluster,6,0,0,6,6,0,0,0,20.75,0.02,22.12,0.07,-435.00
141,old cluster,6,6,0,6,0,0,0,0,20.87,0.03,21.93,0.08,-161.00
142,old cluster,6,6,6,6,7,0,0,0,21.93,0.07,999.00,999.00,-199.00
143,old cluster,0,0,6,0,0,0,0,0,22.04,0.17,999.00,999.00,-272.00
144,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-300.00
145,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-408.00
146,old cluster,0,0,0,0,0,0,0,9,22.06,0.18,999.00,999.00,-348.00
147,old cluster,0,0,0,0,0,0,0,0,20.36,0.03,21.20,0.07,-293.00
148,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-140.00
149,old cluster,6,6,6,6,6,0,0,0,20.47,0.03,21.77,0.08,-467.00
150,old cluster,6,0,0,0,0,1,5,1,20.81,0.11,999.00,999.00,-200.00
151,old cluster,0,0,0,0,0,0,0,0,20.35,0.05,999.00,999.00,-484.00
152,old cluster,6,0,0,6,0,0,0,0,999.00,999.00,999.00,999.00,-199.00
153,old cluster,0,0,0,0,0,0,0,0,20.72,0.07,21.85,0.17,-301.00
154,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-308.00
155,old cluster,0,0,0,0,0,1,5,1,20.55,0.02,21.68,0.06,-371.00
156,old cluster,0,0,0,0,0,0,0,0,22.72,0.15,999.00,999.00,-457.00
157,old cluster,0,0,0,0,0,0,0,0,22.41,0.20,999.00,999.00,-545.00
158,old cluster,0,0,0,0,0,0,0,0,20.87,0.10,999.00,999.00,-207.00
159,old cluster,6,0,0,0,0,0,0,0,22.59,0.12,999.00,999.00,-319.00
160,old cluster,0,0,0,0,0,0,0,0,22.06,0.07,999.00,999.00,-170.00
161,other class,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-337.00
162,old cluster,6,0,0,0,0,0,0,0,20.70,0.02,21.89,0.06,50.00
163,old cluster,6,0,6,6,6,0,0,0,20.72,0.07,21.61,0.16,-414.00
164,old cluster,6,0,0,6,0,0,0,0,22.51,0.07,999.00,999.00,-310.00
165,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-138.00
166,old cluster,6,6,6,6,7,0,0,0,20.43,0.05,999.00,999.00,-333.00
167,old cluster,0,0,0,0,0,0,0,0,21.38,0.04,999.00,999.00,-86.00
168,old cluster,6,6,6,6,0,0,0,0,999.00,999.00,999.00,999.00,-338.00
169,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-381.00
170,old cluster,0,0,0,0,0,0,0,0,19.35,0.01,19.55,0.02,-74.00
171,old cluster,0,0,6,0,0,0,0,0,20.47,0.02,22.35,0.17,-13.00
172,old cluster,0,0,0,0,0,0,0,0,21.56,0.05,22.68,0.20,-180.00
173,old cluster,0,0,0,0,0,0,0,0,20.60,0.03,22.24,0.11,-526.00
174,old cluster,0,0,0,0,0,0,0,0,22.18,0.09,999.00,999.00,-114.00
175,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-283.00
176,old cluster,0,0,0,0,0,0,0,0,20.70,0.03,22.03,0.08,-341.00
177,old cluster,0,0,0,0,0,0,0,0,21.43,0.05,22.33,0.17,-186.00
178,old cluster,6,0,0,0,0,0,0,0,21.55,0.08,23.11,0.26,-382.00
179,old cluster,0,0,0,0,0,0,0,0,21.02,0.07,999.00,999.00,-434.00
180,old cluster,6,0,0,0,0,0,0,0,21.73,0.10,999.00,999.00,-406.00
181,old cluster,0,0,0,0,0,0,0,0,21.42,0.10,22.26,0.23,-206.00
182,old cluster,0,0,0,0,0,0,0,0,20.54,0.06,21.27,0.13,-489.00
183,old cluster,0,0,0,0,0,0,0,0,22.29,0.18,999.00,999.00,-447.00
184,old cluster,0,0,0,0,0,0,0,0,22.85,0.18,999.00,999.00,-188.00
185,other class,7,19,19,19,7,0,0,0,999.00,999.00,999.00,999.00,-379.00
186,young clster,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
187,old cluster,0,0,0,0,0,5,5,5,20.99,0.09,21.71,0.20,-400.00
188,old cluster,0,0,0,0,0,0,0,0,19.72,0.05,20.64,0.05,-299.00
189,young clster,6,0,0,0,0,0,0,0,20.83,0.07,21.82,0.17,-520.00
190,old cluster,7,19,7,19,7,0,0,0,21.75,0.09,999.00,999.00,-331.00
191,old cluster,6,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-347.00
192,old cluster,6,6,0,0,0,0,0,0,21.11,0.04,22.69,0.13,16.00
193,old cluster,6,0,0,0,0,0,0,0,20.96,0.03,23.09,0.15,-356.00
194,old cluster,6,6,0,0,0,0,0,0,21.17,0.09,999.00,999.00,-431.00
195,old cluster,0,6,0,6,6,0,0,0,22.75,0.17,999.00,999.00,-25.00
196,old cluster,6,0,0,0,0,3,3,3,19.61,0.04,19.93,0.06,-560.00
197,old cluster,0,0,0,0,0,0,0,0,20.54,0.03,21.40,0.07,-330.00
198,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-249.00
199,old cluster,0,0,0,0,0,0,0,0,21.67,0.18,21.70,0.16,-256.00
200,old cluster,0,0,0,0,0,0,0,0,22.25,0.07,999.00,999.00,-369.00
201,old cluster,0,0,0,0,0,0,0,0,18.80,0.01,19.40,0.03,-416.00
202,old cluster,0,0,0,0,0,9,9,9,999.00,999.00,999.00,999.00,99999.00
203,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,99999.00
204,young clster,0,0,0,7,0,0,0,0,22.63,0.16,999.00,999.00,-148.00
205,old cluster,0,0,0,0,0,2,9,2,20.93,0.09,22.24,0.22,-628.00
206,old cluster,0,0,0,0,0,0,0,0,20.69,0.05,999.00,999.00,-297.00
207,old cluster,0,0,0,0,0,0,0,0,18.29,0.01,18.68,0.02,-436.00
208,old cluster,0,0,0,0,0,0,0,9,21.21,0.03,999.00,999.00,-63.00
209,old cluster,0,0,0,0,0,0,0,0,20.50,0.06,21.09,0.12,21.00
210,young clster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-382.00
211,old cluster,0,0,0,0,0,5,5,0,999.00,999.00,999.00,999.00,99999.00
212,old cluster,0,0,0,0,0,0,0,0,22.53,0.18,999.00,999.00,-60.00
213,old cluster,7,19,7,19,7,0,0,0,20.90,0.09,999.00,999.00,-184.00
214,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-332.00
215,old cluster,0,0,0,6,0,0,0,0,20.47,0.04,21.73,0.13,-430.00
216,young clster,0,0,0,7,0,5,5,5,999.00,999.00,23.40,0.47,-319.00
217,young clster,6,6,24,6,24,0,0,0,20.87,0.03,22.03,0.08,-206.00
218,old cluster,6,6,24,6,24,0,0,0,22.15,0.18,999.00,999.00,-411.00
219,old cluster,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-177.00
220,other class,6,6,24,6,24,0,0,0,21.45,0.03,22.60,0.14,-347.00
221,other class,7,19,19,19,7,0,0,0,21.25,0.05,22.45,0.23,-86.00
222,old cluster,0,0,0,0,0,0,0,0,20.70,0.06,22.30,0.22,-157.00
223,old cluster,0,0,0,0,0,0,0,0,16.99,0.02,17.20,0.02,99999.00
224,old cluster,0,0,0,0,0,0,0,0,22.02,0.17,22.33,0.26,-164.00
225,old cluster,0,0,0,0,0,0,0,0,22.50,0.12,999.00,999.00,-381.00
226,old cluster,0,0,0,0,0,0,0,0,20.71,0.07,21.31,0.10,-184.00
227,old cluster,0,0,0,0,0,0,0,0,21.11,0.04,22.29,0.11,-295.00
228,old cluster,6,0,0,6,24,0,0,0,999.00,999.00,999.00,999.00,-179.00
229,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-130.00
230,old cluster,0,0,0,0,0,0,0,0,21.02,0.03,21.80,0.09,-307.00
231,old cluster,0,0,0,0,0,0,0,0,21.07,0.06,22.20,0.30,-120.00
232,old cluster,0,0,0,0,0,0,0,0,20.97,0.04,21.91,0.10,-302.00
233,old cluster,0,0,0,0,0,0,0,0,20.88,0.05,22.24,0.16,-354.00
234,old cluster,0,0,0,0,0,0,0,0,23.21,0.25,999.00,999.00,-409.00
235,other class,7,7,7,7,7,0,0,0,22.47,0.16,999.00,999.00,-238.00
236,old cluster,0,0,0,0,0,0,0,0,21.70,0.14,999.00,999.00,-89.00
237,other class,12,12,12,9,1,0,0,0,999.00,999.00,999.00,999.00,-152.00
238,old cluster,6,6,6,6,6,0,9,9,19.77,0.02,20.51,0.04,-93.00
239,old cluster,6,6,6,6,6,0,0,0,20.69,0.06,21.33,0.12,-377.00
240,old cluster,6,6,6,6,6,0,0,0,18.90,0.02,19.23,0.03,-132.00
241,old cluster,6,6,6,6,7,0,0,0,21.12,0.03,23.29,0.21,99999.00
242,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-75.00
243,other class,6,6,6,6,6,1,9,1,21.50,0.16,999.00,999.00,-266.00
244,other class,9,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-488.00
245,other class,6,6,6,6,6,0,0,0,20.94,0.07,999.00,999.00,-271.00
246,old cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-681.00
247,young clster,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,99999.00
248,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-382.00
249,old cluster,7,7,7,7,0,0,0,0,999.00,999.00,999.00,999.00,-341.00
250,other class,6,6,6,6,6,0,0,0,20.71,0.05,21.84,0.14,-561.00
251,old cluster,7,7,7,7,7,0,0,0,21.84,0.08,999.00,999.00,-397.00
252,old cluster,6,6,6,0,0,5,5,5,22.47,0.18,999.00,999.00,-212.00
253,other class,6,6,6,6,6,0,0,0,21.04,0.06,21.64,0.11,-173.00
254,old cluster,6,6,6,6,6,0,0,0,19.30,0.02,19.83,0.03,-463.00
255,other class,6,6,6,6,6,9,9,9,19.79,0.03,20.14,0.04,-450.00
256,old cluster,6,6,0,6,0,0,0,0,21.20,0.04,22.69,0.16,-407.00
257,old cluster,6,6,6,6,6,0,0,0,21.60,0.11,999.00,999.00,-313.00
258,old cluster,6,6,6,6,6,0,0,0,21.00,0.08,999.00,999.00,-437.00
259,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,99999.00
260,old cluster,6,6,0,6,0,0,0,0,999.00,999.00,999.00,999.00,-9.00
261,old cluster,6,6,6,6,6,0,0,0,19.07,0.02,19.42,0.03,-535.00
262,other class,6,6,6,6,6,0,0,9,21.07,0.07,999.00,999.00,-411.00
263,interm cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-295.00
264,old cluster,6,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-380.00
265,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-310.00
266,old cluster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-231.00
267,other class,6,6,6,6,7,5,5,0,999.00,999.00,999.00,999.00,99999.00
268,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-368.00
269,old cluster,6,0,0,6,0,0,0,0,22.82,0.14,999.00,999.00,-296.00
270,young clster,6,6,24,6,24,0,0,0,21.83,0.11,999.00,999.00,-303.00
271,old cluster,6,6,0,6,0,0,0,0,19.61,0.02,20.05,0.04,-444.00
272,other class,7,7,7,7,7,0,9,0,22.00,0.10,999.00,999.00,-480.00
273,old cluster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-255.00
274,other class,7,7,7,23,7,0,0,0,21.33,0.03,22.49,0.11,-342.00
275,old cluster,6,0,0,0,0,1,5,1,999.00,999.00,999.00,999.00,-548.00
276,other class,9,7,0,23,7,0,0,0,22.61,0.10,999.00,999.00,-49.00
277,other class,9,9,1,9,1,0,0,0,999.00,999.00,999.00,999.00,-146.00
278,other class,9,7,7,23,7,9,9,9,21.14,0.05,21.90,0.12,-552.00
279,old cluster,6,6,6,6,7,0,0,0,999.00,999.00,999.00,999.00,-413.00
280,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-307.00
281,old cluster,1,19,19,19,29,0,0,0,21.09,0.16,22.05,0.19,-395.00
282,old cluster,13,19,19,19,29,0,0,0,999.00,999.00,999.00,999.00,-227.00
283,old cluster,7,19,7,19,7,0,0,0,999.00,999.00,999.00,999.00,-243.00
284,old cluster,7,19,7,19,29,0,0,0,22.09,0.15,999.00,999.00,-585.00
285,other class,17,17,17,1,1,9,9,9,21.53,0.11,999.00,999.00,-127.00
286,old cluster,7,7,7,7,29,0,0,0,999.00,999.00,999.00,999.00,-403.00
287,other class,17,17,17,1,1,9,9,9,999.00,999.00,999.00,999.00,99999.00
288,other class,16,14,14,1,1,0,0,9,21.28,0.04,999.00,999.00,-338.00
289,old cluster,7,19,7,19,29,0,9,9,999.00,999.00,999.00,999.00,-115.00
290,other class,1,19,19,19,1,0,0,0,999.00,999.00,20.25,0.06,-105.00
291,other class,1,1,1,1,1,0,0,0,999.00,999.00,999.00,999.00,-526.00
292,old cluster,6,6,6,6,6,5,5,5,23.06,0.47,999.00,999.00,-160.00
293,old cluster,7,19,7,19,7,0,0,0,21.55,0.06,22.61,0.20,-481.00
294,young clster,6,6,6,6,6,9,9,9,20.81,0.05,22.04,0.14,-290.00
295,old cluster,7,19,7,19,7,9,9,9,19.00,0.04,19.06,0.04,99999.00
296,old cluster,6,6,6,6,6,0,9,9,20.34,0.08,20.74,0.10,-265.00
297,old cluster,7,6,0,6,0,0,0,0,21.55,0.04,23.06,0.20,-351.00
298,interm cluster,6,6,0,6,0,9,9,9,23.11,2.47,999.00,999.00,198.00
299,other class,6,6,6,6,6,0,0,0,23.46,0.24,999.00,999.00,-406.00
300,old cluster,6,6,6,6,6,5,5,0,999.00,999.00,999.00,999.00,99999.00
301,old cluster,7,19,7,19,7,0,0,0,20.47,0.03,21.02,0.06,-481.00
302,old cluster,6,0,0,6,0,0,9,9,999.00,999.00,999.00,999.00,-532.00
303,old cluster,7,7,7,7,7,0,0,0,23.02,0.37,999.00,999.00,-291.00
304,old cluster,6,6,6,6,6,9,9,9,20.52,0.10,21.09,0.15,-500.00
305,young clster,6,6,6,7,29,0,0,0,21.53,0.10,999.00,999.00,-396.00
306,young clster,6,0,6,6,7,0,0,0,21.67,0.04,999.00,999.00,-325.00
307,interm cluster,6,0,6,0,0,9,0,9,21.25,0.15,999.00,999.00,-378.00
308,old cluster,7,19,0,19,0,0,0,0,22.44,0.19,999.00,999.00,-209.00
309,young clster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-516.00
310,young clster,6,6,6,6,6,0,0,0,22.18,0.13,999.00,999.00,-661.00
311,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-9.00
312,young clster,6,0,0,0,6,0,0,0,999.00,999.00,999.00,999.00,-215.00
313,young clster,6,0,0,0,0,0,0,0,21.16,0.05,21.98,0.13,-437.00
314,young clster,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,-83.00
315,young clster,18,18,18,9,0,5,5,5,999.00,999.00,999.00,999.00,-117.00
316,young clster,6,0,0,0,0,0,0,0,20.88,0.06,21.50,0.10,-258.00
317,other class,9,9,9,9,9,0,0,0,21.36,0.09,22.12,0.19,-152.00
318,young clster,7,7,7,7,7,0,0,0,20.01,0.03,20.55,0.05,-519.00
319,old cluster,7,7,0,7,0,0,0,0,22.94,0.22,999.00,999.00,-203.00
