,ac age,fu,fb,fv,fr,fi,fj,fh,fk,nuv,enuv,fuv,efuv,Vr
1301,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-68.00
1302,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,31.00
1303,other class,6,6,6,7,7,5,5,5,999.00,999.00,999.00,999.00,-22.00
1304,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-81.00
1305,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-2.00
1306,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,38.00
1307,other class,7,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-56.00
1308,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-127.00
1309,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-64.00
1310,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-28.00
1311,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-113.00
1312,other class,6,6,6,7,6,5,5,5,999.00,999.00,999.00,999.00,-8.00
1313,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-28.00
1314,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-17.00
1315,other class,5,5,5,5,5,5,5,5,999.00,999.00,999.00,999.00,-36.00
1316,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-78.00
1317,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-136.00
1318,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-31.00
1319,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-46.00
1320,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-13.00
1321,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,74.00
1322,other class,5,5,5,5,5,0,0,0,20.78,0.11,999.00,999.00,99999.00
1323,other class,7,7,7,7,7,0,0,0,20.49,0.03,20.96,0.06,-723.00
1324,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-58.00
1325,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-64.00
1326,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-126.00
1327,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,11.00
1328,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,15.00
1329,other class,6,6,6,6,5,0,0,0,999.00,999.00,999.00,999.00,-67.00
1330,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-27.00
1331,other class,6,6,6,7,6,0,0,0,999.00,999.00,999.00,999.00,-37.00
1332,other class,6,7,6,6,6,0,0,0,20.34,0.02,22.74,0.20,-19.00
1333,other class,5,7,7,7,7,0,0,0,22.16,0.17,999.00,999.00,55.00
1334,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-24.00
1335,other class,7,7,7,7,7,0,0,9,999.00,999.00,999.00,999.00,-62.00
1336,other class,7,7,7,7,7,0,0,9,999.00,999.00,999.00,999.00,-208.00
1337,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1338,other class,5,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,-76.00
1339,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1340,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1341,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1342,other class,5,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
