,label,fu,fb,fv,fr,fi,fj,nuv,enuv,fuv,efuv,Vr,ra (deg),dec (deg)
372,GCs,6,6,6,6,6,0,21.46,0.17,22.41,0.34,-349,11.53,42.01
373,GCs,7,19,7,19,7,9,20.34,0.21,999,999,-332,11.53,41.35
374,GCs,7,6,6,6,6,0,22.51,0.07,999,999,-202,11.54,41.63
375,GCs,7,19,19,19,7,0,999,999,999,999,-401,11.55,41.33
376,GCs,7,19,0,19,0,0,999,999,22.15,0.22,-190,11.59,40.28
377,Galaxy,6,6,0,0,0,5,999,999,999,999,-301,11.6,41.59
378,GCs,6,6,0,6,0,9,999,999,999,999,99999,11.61,42.03
379,GCs,7,19,7,19,7,0,999,999,999,999,-278,11.64,40.74
380,foreground,7,7,7,7,7,9,19.09,0.03,19.54,0.04,-130,11.67,41.64
381,Galaxy,6,0,0,0,0,9,21.45,0.11,999,999,-354,11.68,41.82
382,Controversial Object,1,19,19,19,1,0,999,999,999,999,-119,11.72,40.4
383,GCs,7,19,19,19,7,0,999,999,999,999,-103,11.74,41.57
384,Controversial Object,6,6,6,6,6,9,20.02,0.03,20.67,0.05,99999,11.75,41.91
385,GCs,7,19,7,19,7,9,21.53,0.07,999,999,-281,11.76,41.4
386,Galaxy,16,16,16,1,1,9,20.54,0.04,21.29,0.08,-163,11.77,41.14
387,Galaxy,13,13,13,1,1,0,21.96,0.06,999,999,-214,11.78,41.21
388,GCs,7,19,7,19,29,0,999,999,999,999,-524,11.85,40.36
389,GCs,7,19,7,19,7,9,21,0.02,21.55,0.05,-152,11.86,41.2
390,GCs,7,19,7,19,29,9,20.41,0.08,20.77,0.09,-312,11.99,41.81
391,GCs,7,19,7,19,29,9,999,999,22.17,0.3,-521,12,41.59
392,GCs,6,19,19,19,7,9,999,999,21.85,0.94,99999,12.01,42.43
393,GCs,7,19,7,19,29,9,21.54,0.08,999,999,99999,12.04,41.68
394,GCs,6,19,19,19,29,9,20.03,0.04,20.27,0.05,-303,12.15,42.03
395,GCs,7,19,7,19,29,9,21.75,0.1,999,999,-104,12.32,41.59
396,Galaxy,16,19,19,19,1,5,999,999,999,999,-33,12.39,40.69
397,GCs,7,19,7,19,7,9,999,999,999,999,-576,12.42,41.59
398,Galaxy,19,19,19,19,1,9,21.35,0.06,21.69,0.12,-32,12.5,42.27
399,GCs,7,19,7,7,29,9,999,999,999,999,-100,12.54,41.68
400,Galaxy,16,19,19,19,1,0,999,999,22.92,0.41,-107,12.62,40.59
401,foreground,18,19,19,19,1,0,999,999,999,999,-460,12.66,41.29
402,Galaxy,9,19,19,19,1,9,999,999,999,999,99999,12.69,40.98
403,Candidate GCs ,1,1,1,1,1,0,999,999,999,999,-222,8.63,41.56
404,Candidate GCs ,1,1,1,1,1,0,21.96,0.16,999,999,-433,8.73,41.54
405,Candidate GCs ,7,7,7,7,7,5,19.3,0.02,19.62,0.03,-588,8.8,41.49
406,Galaxy,1,1,1,9,1,0,999,999,999,999,-326,9.08,42.27
407,Galaxy,7,7,7,7,7,9,21.75,0.11,999,999,-295,9.21,40.51
408,Galaxy,1,7,7,7,7,0,999,999,999,999,-537,9.26,39.81
409,Galaxy,9,1,1,9,1,0,21.71,0.11,21.88,0.13,-433,9.27,42.04
410,Galaxy,6,6,6,6,6,9,19.63,0.03,19.99,0.04,-584,9.32,40.11
411,Galaxy,9,9,1,9,1,9,999,999,999,999,-518,9.36,39.72
412,Candidate GCs ,1,7,7,7,7,9,20.8,0.03,21.85,0.08,-124,9.37,41.6
413,Galaxy,13,19,19,19,1,9,22.99,0.18,999,999,-535,9.39,41.13
414,GCs,7,7,7,23,29,9,999,999,999,999,99999,9.41,42
415,GCs,7,7,7,23,7,4,22.33,0.28,999,999,-60,9.49,40.96
416,Galaxy,7,7,7,7,7,0,999,999,999,999,-120,9.51,39.76
417,Galaxy,1,1,1,1,1,9,18.42,0.01,18.3,0.01,-58,9.57,39.62
418,foreground,9,19,19,19,1,9,999,999,999,999,-488,9.58,41.24
419,Galaxy,6,6,6,6,1,0,22.24,0.09,999,999,-406,9.59,39.97
420,Galaxy,7,7,7,7,7,0,999,999,999,999,-161,9.65,40.75
421,Galaxy,13,19,19,19,1,0,20.6,0.09,999,999,-247,9.66,41.15
422,foreground,13,19,19,19,1,9,22.25,0.17,999,999,-403,9.68,41.73
423,GCs,6,6,6,6,6,0,22.23,0.07,999,999,-238,9.73,40.58
424,Galaxy,1,19,19,19,9,9,21.29,0.1,22.9,0.25,-458,9.75,41.72
425,Galaxy,6,6,6,6,6,9,18.98,0.02,20.63,0.09,99999,9.76,40
426,Galaxy,9,19,19,19,1,9,21.91,0.15,999,999,-96,9.81,41.49
427,Galaxy,6,6,6,6,7,9,19.69,0.03,20.1,0.04,-534,9.83,40.81
428,GCs,6,6,6,6,6,0,999,999,999,999,-233,9.88,40.31
429,Galaxy,6,6,6,6,6,0,22.62,0.28,999,999,-289,9.89,39.92
430,Galaxy,6,6,6,6,6,0,20.41,0.05,21,0.09,-272,9.9,40
431,Galaxy,13,13,13,1,1,9,22.02,0.2,999,999,99999,9.92,41.04
432,Galaxy,7,7,7,7,7,9,999,999,999,999,-551,10.01,42.17
433,foreground,9,9,1,9,1,0,999,999,999,999,-412,10.03,41.73
434,GCs,6,0,0,6,0,0,999,999,999,999,-500,10.08,40.62
435,Controversial Object,7,7,0,7,0,9,21.82,0.19,999,999,-40,10.09,40.56
436,foreground,9,9,1,9,9,9,21.73,0.05,999,999,-53,10.09,41.7
437,foreground,9,9,1,9,9,0,999,999,999,999,-248,10.09,41.78
438,Galaxy,9,9,9,9,1,9,20.93,0.05,21.61,0.1,-95,10.11,41.62
439,Galaxy,6,7,6,6,7,0,22.84,0.33,999,999,-328,10.11,40.12
440,GCs,0,0,0,0,0,9,23.14,0.21,999,999,-58,10.15,40.67
441,GCs,6,6,6,6,6,5,22.44,0.17,22.68,0.22,-251,10.18,40.6
442,GCs,7,7,0,0,0,9,999,999,999,999,-497,10.19,41.68
443,foreground,9,1,30,1,1,0,999,999,999,999,-151,10.2,40.86
444,GCs,0,0,0,6,0,9,999,999,999,999,-510,10.2,40.59
445,Controversial Object,0,0,7,0,0,0,999,999,999,999,-496,10.26,41.02
446,Galaxy,16,19,19,19,1,5,20.7,0.06,21.09,0.09,-164,10.27,40.03
447,Galaxy,16,19,19,19,1,9,20.68,0.07,21.44,0.19,-110,10.27,39.7
448,Galaxy,7,7,7,7,7,9,999,999,999,999,-352,10.34,40.25
449,GCs,7,19,7,19,7,9,22.02,0.06,22.6,0.1,-99,10.37,42.31
450,GCs,6,0,0,0,0,9,20.38,0.04,20.85,0.06,-514,10.44,40.86
451,foreground,7,7,7,7,7,9,20.07,0.05,20.71,0.07,-453,10.46,42.13
452,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.48,39.59
453,GCs,7,0,7,19,7,9,999,999,999,999,-358,10.52,42.06
454,GCs,7,7,0,23,0,0,999,999,999,999,-428,10.56,42.03
455,Galaxy,6,6,0,6,0,0,22.95,0.31,22.37,0.34,-312,10.61,40.6
456,Galaxy,7,7,7,7,7,9,20.45,0.04,20.65,0.05,-89,10.63,42
457,foreground,6,6,6,0,0,9,999,999,999,999,99999,10.75,41.25
458,foreground,9,9,1,9,9,0,999,999,999,999,-372,10.75,40.4
459,GCs,7,7,7,7,7,9,999,999,999,999,-321,10.78,42.03
460,GCs,7,7,7,23,0,0,999,999,999,999,-115,10.8,39.8
461,Galaxy,13,13,13,1,1,9,999,999,999,999,-153,10.83,42.17
462,Galaxy,7,7,7,7,7,9,999,999,999,999,-360,10.91,42.16
463,Galaxy,13,13,13,9,1,0,999,999,999,999,99999,10.92,42.13
464,GCs,0,0,0,0,0,9,18.56,0.01,18.52,0.02,-507,10.95,41.45
465,foreground,6,6,24,6,24,9,23.2,0.23,999,999,-348,11.11,41.19
466,Galaxy,6,6,6,6,6,9,22.3,0.23,999,999,99999,11.21,41.16
467,GCs,0,0,6,0,6,9,999,999,999,999,-445,11.23,41.9
468,GCs,0,0,6,0,0,9,21.21,0.04,22.24,0.11,-676,11.28,41.68
469,GCs,6,6,0,6,24,9,21.98,0.2,999,999,-332,11.28,41.66
470,Galaxy,7,7,7,7,7,9,21.58,0.18,999,999,-166,11.3,42.4
471,Galaxy,6,6,0,0,0,9,21.24,0.15,21.08,0.12,-233,11.37,42.12
472,GCs,6,6,24,6,24,5,22.32,0.19,999,999,-447,11.44,41.76
473,Galaxy,1,7,7,7,7,9,20.53,0.06,20.96,0.07,-469,11.45,40.39
474,Galaxy,7,7,6,6,6,9,20.94,0.11,22.83,0.54,-222,11.47,41.32
475,GCs,6,6,6,6,6,0,999,999,999,999,-291,11.47,42.04
476,GCs,7,0,0,0,6,9,999,999,999,999,-202,11.47,41.79
477,Galaxy,7,7,7,7,7,9,20.27,0.04,20.72,0.06,-575,11.53,40.79
478,GCs,7,19,7,19,7,9,999,999,999,999,99999,11.54,40.97
479,foreground,16,19,19,19,1,0,22.65,0.21,999,999,-383,11.6,40.5
480,Controversial Object,16,16,16,1,9,9,999,999,999,999,-277,11.64,42.2
481,Candidate GCs ,7,7,7,7,7,9,20.87,0.06,21.41,0.12,-522,11.65,40.01
482,Galaxy,7,7,7,7,7,9,999,999,999,999,99999,11.67,41.55
483,Galaxy,7,7,7,7,7,9,21.61,0.07,23.43,0.43,-382,11.71,41.16
484,Galaxy,7,7,7,7,7,9,22.44,0.24,999,999,-421,11.76,41.17
485,Galaxy,6,6,6,6,6,0,999,999,999,999,-320,11.81,42.28
486,Galaxy,6,6,6,6,6,9,20.9,0.1,21,0.09,-157,11.84,41.92
487,Candidate GCs ,6,6,6,6,6,9,22.54,0.1,999,999,99999,11.85,41.92
488,Galaxy,7,7,7,7,7,9,999,999,999,999,-178,11.87,39.67
489,Galaxy,16,16,16,9,1,9,22.81,0.38,999,999,-434,11.94,40.19
490,Galaxy,13,19,19,19,1,9,999,999,999,999,99999,11.96,41.65
491,Galaxy,1,7,7,7,7,0,22.03,0.18,999,999,-326,12.01,39.7
492,Galaxy,7,7,7,7,7,9,999,999,999,999,99999,12.07,41.9
493,Galaxy,16,16,16,1,1,0,999,999,999,999,-190,12.1,40.49
494,Galaxy,7,7,7,7,7,9,999,999,999,999,99999,12.12,39.66
495,Galaxy,1,1,1,1,1,9,999,999,22.1,0.19,99999,12.16,39.52
496,Candidate GCs ,7,7,7,7,7,9,21.21,0.05,21.88,0.07,-159,12.19,40.15
497,Galaxy,7,19,19,19,7,9,999,999,999,999,99999,12.31,42.32
498,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-27,12.4,40.01
499,Galaxy,7,7,7,7,7,0,20.17,0.08,20.35,0.08,-239,12.41,40.75
500,foreground,7,7,7,7,7,0,999,999,999,999,-221,12.44,41.39
501,Galaxy,1,19,19,19,1,9,999,999,999,999,-361,12.47,42.16
502,Galaxy,7,7,7,7,7,9,20.77,0.15,21.11,0.19,99999,12.64,41.82
503,Candidate GCs ,7,7,7,7,7,4,999,999,999,999,-448,12.68,40.19
504,Candidate GCs ,9,7,7,7,7,5,21.79,0.11,999,999,-490,12.69,39.89
505,Candidate GCs ,7,7,7,7,7,9,21.36,0.14,22.03,0.22,-552,12.7,41.43
506,GCs,7,19,0,19,0,9,999,999,999,999,-90,8.19,39.58
507,GCs,7,19,7,19,7,0,999,999,999,999,-209,8.39,39.52
508,foreground,14,14,14,9,9,9,21.02,0.05,20.98,0.11,99999,8.45,42.06
509,Galaxy,9,19,19,19,9,9,999,999,999,999,-318,8.66,39.58
510,Galaxy,13,19,19,19,9,9,22.78,0.74,999,999,99999,8.76,42.49
511,Galaxy,13,19,19,19,9,0,999,999,999,999,99999,8.77,42.59
512,Galaxy,13,19,19,19,9,9,21.61,0.18,22.21,0.22,-43,8.81,42.59
513,Galaxy,12,12,12,9,9,4,999,999,23.62,0.35,-239,8.97,39.95
514,foreground,13,13,13,9,9,9,999,999,999,999,-36,9.16,42.27
515,foreground,16,16,16,9,9,9,999,999,999,999,-538,9.3,39.84
516,foreground,6,6,6,6,6,0,999,999,999,999,-144,9.33,40.36
517,foreground,16,16,16,9,9,9,999,999,999,999,-157,9.49,42.53
518,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.06,40.67
519,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.07,40.66
520,foreground,9,9,9,9,9,9,21.68,0.16,22.64,0.19,2,10.1,41.72
521,GCs,13,7,7,7,7,9,999,999,999,999,-478,10.3,41.16
522,GCs,6,6,6,6,6,9,999,999,999,999,-561,10.3,40.57
523,GCs,6,6,6,6,0,9,19.27,0.03,19.54,0.04,-220,10.32,41.14
524,GCs,6,6,6,6,6,9,21.64,0.08,999,999,-82,10.4,40.79
525,foreground,7,7,7,7,7,9,22.43,0.21,22.56,0.25,-131,10.41,40.87
526,Controversial Object,6,6,6,6,6,9,21.1,0.06,21.58,0.09,-475,10.54,41.48
527,Galaxy,13,13,13,9,9,9,21.55,0.14,999,999,99999,10.57,40.33
528,Galaxy,16,19,19,19,9,9,999,999,999,999,-75,10.64,43.04
529,foreground,6,6,6,6,9,9,21.86,0.09,23.18,0.41,-495,10.78,41.28
530,Galaxy,18,18,18,9,9,9,21.32,0.11,21.41,0.18,99999,10.87,39.2
531,GCs,6,6,6,6,6,9,19.83,0.02,999,999,-33,10.95,41.45
532,foreground,6,6,6,6,6,9,22.01,0.18,999,999,99999,10.99,41.44
533,GCs,7,19,7,19,7,9,22.21,0.2,21.81,0.17,-121,11,42.58
534,GCs,7,19,7,19,29,9,21.55,0.1,999,999,-99,11.04,42.78
535,Controversial Object,6,6,6,6,6,9,999,999,999,999,-262,11.05,41.56
536,Galaxy,16,19,19,19,9,9,22.18,0.2,999,999,-490,11.07,42.95
537,foreground,9,9,9,9,9,4,999,999,999,999,99999,11.19,41.29
538,Galaxy,16,19,19,19,9,9,999,999,999,999,-532,11.2,43.01
539,foreground,9,9,9,9,9,9,22.37,0.19,21.92,0.12,-304,11.22,41.42
540,foreground,16,16,16,9,9,9,22.45,0.19,23.06,0.3,-172,11.53,41.35
541,foreground,6,6,6,6,6,9,999,999,999,999,-138,11.67,41.83
542,GCs,7,19,7,19,29,0,999,999,999,999,-136,11.71,42.75
543,Galaxy,13,19,19,19,9,0,999,999,999,999,-313,11.87,41.72
544,GCs,7,19,7,19,29,0,999,999,999,999,-68,11.96,43.15
545,Galaxy,16,19,19,19,9,9,23.05,0.2,999,999,-228,12.25,42.69
546,Galaxy,16,16,16,9,9,0,999,999,999,999,-416,12.37,40.05
547,GCs,7,19,19,19,29,9,999,999,999,999,-15,12.58,42.6
548,Controversial Object,16,19,19,19,9,9,21.78,0.06,21.7,0.06,-294,12.89,39.96
549,foreground,0,0,0,9,9,9,999,999,999,999,-206,19.02,49.61
550,Galaxy,6,6,24,6,24,9,22.55,0.22,999,999,-129,11.05,41.42
551,foreground,6,6,6,6,6,9,999,999,999,999,99999,11.05,41.98
552,GCs,7,28,7,28,28,9,20.73,0.06,21.2,0.08,-403,10.12,40.6
553,GCs,7,7,7,7,7,9,22.22,0.3,999,999,-87,13.31,41.56
554,GCs,7,7,7,7,7,9,22.69,0.26,999,999,-96,10.58,41.64
555,foreground,6,6,6,6,6,9,999,999,999,999,12,10.88,41.24
556,foreground,6,6,6,6,6,9,999,999,999,999,-204,10.66,41.34
557,foreground,6,6,6,6,6,9,999,999,999,999,-403,10.74,41.31
558,foreground,7,7,7,7,7,9,22.15,0.11,999,999,99999,10.75,41.36
559,GCs,9,0,0,0,0,9,20.84,0.08,21.22,0.1,-470,10.64,41.34
560,GCs,6,6,6,6,6,9,999,999,999,999,-541,10.64,41.29
561,Controversial Object,9,9,9,9,9,9,21.85,0.12,999,999,-214,10.7,41.31
562,GCs,6,6,6,6,6,9,999,999,999,999,-484,10.6,41.21
563,GCs,9,21,0,21,0,9,20.85,0.1,21.29,0.14,-81,10.66,41.27
564,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.61,41.33
565,Galaxy,9,7,0,0,0,9,21.81,0.08,21.88,0.1,-140,10.61,41.3
566,foreground,6,6,6,6,21,9,999,999,999,999,-217,10.63,41.26
567,foreground,6,6,6,6,7,9,21.28,0.1,21.37,0.1,-85,10.66,41.23
568,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.74,41.22
569,foreground,6,6,6,6,9,9,21.91,0.14,999,999,-239,10.66,41.23
570,foreground,6,6,6,6,6,9,999,999,999,999,-36,10.65,41.3
571,GCs,6,6,6,6,6,9,999,999,999,999,-568,10.65,41.3
572,foreground,6,6,6,6,21,9,999,999,999,999,-52,10.69,41.3
573,foreground,6,6,6,6,6,9,999,999,999,999,-86,10.6,41.3
574,foreground,6,6,6,6,6,9,999,999,999,999,-405,10.61,41.29
575,foreground,6,6,6,6,6,9,22.89,0.38,999,999,-194,10.61,41.32
576,Controversial Object,6,6,6,7,6,5,999,999,999,999,-68,10.74,41.25
577,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.64,41.31
578,foreground,6,6,0,6,6,9,21.87,0.07,21.99,0.09,-286,10.61,41.29
579,foreground,6,6,0,6,9,0,999,999,999,999,-110,10.64,41.27
580,Galaxy,6,6,6,6,6,9,22.16,0.18,999,999,-406,10.66,41.22
581,GCs,0,6,0,21,0,9,999,999,999,999,-16,10.7,41.26
582,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.72,41.21
583,GCs,6,6,0,9,0,9,22.56,0.28,23.52,0.27,-51,10.7,41.27
584,foreground,6,6,6,6,21,9,999,999,999,999,-120,10.7,41.29
585,foreground,6,6,6,6,6,0,999,999,25.33,3.49,-204,10.63,41.34
586,foreground,9,21,21,21,21,9,999,999,999,999,99999,10.7,41.3
587,foreground,6,6,6,6,6,9,999,999,999,999,-302,10.71,41.23
588,foreground,6,6,6,6,6,9,21.28,0.1,21.65,0.09,-253,10.62,41.33
589,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.64,41.32
590,foreground,6,6,6,6,6,9,999,999,999,999,-199,10.63,41.32
591,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.73,41.23
592,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.72,41.22
593,foreground,6,6,6,6,6,9,20.94,0.09,21.37,0.12,-501,10.63,41.23
594,foreground,6,6,6,6,9,9,999,999,999,999,-125,10.7,41.2
595,foreground,6,6,6,6,9,9,999,999,999,999,-225,10.65,41.25
596,foreground,6,6,6,6,6,9,23.17,0.36,999,999,-206,10.62,41.23
597,foreground,6,6,6,6,9,9,999,999,999,999,-395,10.64,41.28
598,foreground,6,6,6,6,9,9,19.21,0.02,19.49,0.03,-550,10.61,41.23
599,Controversial Object,9,9,9,9,9,9,21.11,0.16,21.09,0.13,-511,10.65,41.22
600,foreground,6,6,6,9,9,9,999,999,999,999,-556,10.68,41.25
601,foreground,9,6,6,6,9,9,999,999,999,999,-93,10.71,41.24
602,Controversial Object,9,9,9,9,9,9,999,999,999,999,-174,10.61,41.3
603,foreground,9,6,6,6,6,9,999,999,999,999,-513,10.63,41.33
604,foreground,6,6,6,6,9,9,999,999,999,999,99999,10.68,41.24
605,foreground,6,7,6,7,6,9,999,999,999,999,99999,10.63,41.34
606,foreground,6,6,6,6,6,9,999,999,999,999,-550,10.65,41.33
607,foreground,6,6,6,6,6,9,999,999,999,999,-419,10.62,41.33
608,foreground,6,6,6,6,6,9,999,999,999,999,-197,10.61,41.33
609,foreground,0,0,0,0,0,9,999,999,999,999,-543,10.64,41.33
610,foreground,0,0,0,0,0,9,999,999,999,999,-80,10.66,41.32
611,foreground,9,21,21,21,21,9,999,999,999,999,99999,10.66,41.31
612,foreground,9,21,21,21,21,9,999,999,999,999,-259,10.63,41.31
613,foreground,6,6,6,6,6,9,22.74,0.11,999,999,-385,10.65,41.31
614,foreground,6,6,6,6,6,9,999,999,999,999,-149,10.61,41.29
615,foreground,6,6,6,6,21,9,999,999,999,999,99999,10.66,41.28
616,foreground,6,6,6,21,21,9,999,999,999,999,-374,10.64,41.27
617,foreground,9,9,9,9,9,9,999,999,21.25,0.11,99999,10.64,41.26
618,foreground,6,6,6,6,21,9,999,999,999,999,-449,10.63,41.26
619,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.61,41.25
620,foreground,6,6,6,6,21,9,999,999,999,999,99999,10.65,41.24
621,foreground,0,0,0,0,0,9,21.87,0.64,999,999,-676,10.63,41.23
622,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.63,41.22
623,foreground,0,0,0,0,0,9,23.35,0.46,999,999,-184,10.61,41.22
624,foreground,6,6,6,6,9,9,999,999,999,999,99999,10.62,41.22
625,foreground,6,6,6,6,9,9,999,999,999,999,99999,10.62,41.22
626,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.64,41.2
627,foreground,6,6,6,6,21,9,999,999,999,999,99999,10.69,41.32
628,foreground,6,6,6,6,21,9,999,999,999,999,99999,10.7,41.25
629,GCs,6,6,0,9,0,9,999,999,999,999,99999,10.69,41.25
630,foreground,9,9,30,9,9,9,999,999,999,999,99999,10.69,41.23
631,foreground,9,21,21,21,21,0,20.75,0.04,21.36,0.07,99999,10.66,41.22
632,foreground,9,21,21,21,21,0,21.75,0.07,22.3,0.19,99999,10.7,41.2
633,foreground,6,6,6,6,9,0,999,999,999,999,99999,10.73,41.27
634,foreground,9,21,21,21,21,0,999,999,999,999,99999,10.71,41.26
635,foreground,9,21,21,21,21,9,17.69,0,17.68,0.01,99999,10.7,41.26
636,foreground,9,21,21,21,21,0,999,999,999,999,99999,10.7,41.25
637,foreground,6,6,6,6,6,0,999,999,999,999,99999,10.73,41.24
638,foreground,6,6,6,6,6,0,999,999,999,999,99999,10.74,41.24
639,foreground,6,6,6,6,6,0,999,999,999,999,99999,10.73,41.22
640,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.74,41.22
641,foreground,9,9,9,9,9,5,999,999,999,999,99999,10.71,41.21
642,foreground,9,6,6,6,6,5,999,999,999,999,99999,10.62,41.3
643,foreground,6,6,6,6,9,5,999,999,999,999,99999,10.73,41.26
644,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.73,41.24
645,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.66,41.31
646,foreground,6,6,6,6,9,9,999,999,999,999,99999,10.74,41.24
647,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.63,41.26
648,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,10.62,41.25
649,foreground,6,6,6,22,9,9,999,999,999,999,99999,10.7,41.28
650,GCs,6,6,6,7,7,9,999,999,999,999,99999,10.7,41.3
651,GCs,6,6,6,7,6,9,999,999,999,999,99999,10.74,41.28
652,Candidate GCs ,9,9,3,9,9,9,999,999,999,999,99999,9.98,41.39
653,Galaxy,9,7,7,7,7,9,999,999,999,999,99999,10.02,41.55
654,foreground,9,7,7,7,7,9,999,999,999,999,99999,10.1,41.21
655,Galaxy,13,13,13,9,9,9,999,999,999,999,99999,10.11,41.23
656,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.14,41.58
657,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.16,40.81
658,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.16,40.8
659,foreground,7,7,7,7,7,5,999,999,999,999,99999,10.19,40.98
660,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,10.21,41.03
661,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.21,41.25
662,GCs,7,7,7,7,7,5,999,999,999,999,99999,10.22,40.74
663,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.22,40.98
664,Galaxy,7,7,7,7,7,9,999,999,999,999,99999,10.24,41.46
665,GCs,6,6,6,6,6,5,999,999,999,999,99999,10.25,41.11
666,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.26,41.11
667,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,10.28,40.84
668,GCs,6,6,6,6,6,5,999,999,999,999,99999,10.29,40.97
669,foreground,7,7,7,7,7,5,999,999,999,999,99999,10.31,41.75
670,GCs,6,6,6,6,6,5,999,999,999,999,99999,10.32,41.09
671,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.36,41.17
672,Controversial Object,6,6,6,6,6,5,999,999,999,999,99999,10.38,41.29
673,Galaxy,6,6,6,6,6,0,999,999,999,999,99999,10.39,41.36
674,Candidate GCs ,6,6,6,6,6,5,999,999,999,999,99999,10.39,41.02
675,Galaxy,6,6,6,6,6,5,999,999,999,999,99999,10.39,41.02
676,Galaxy,6,6,6,6,6,9,999,999,999,999,99999,10.39,41.01
677,foreground,9,9,3,9,9,0,999,999,999,999,99999,10.4,41.76
678,foreground,7,7,7,7,7,5,999,999,999,999,99999,10.41,41.72
679,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.42,41.05
680,GCs,6,6,6,6,6,5,999,999,999,999,99999,10.44,41.22
681,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.45,41.07
682,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.46,40.86
683,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.46,41.33
684,foreground,9,9,3,9,9,5,999,999,999,999,99999,10.49,41.75
685,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.5,41.37
686,Candidate GCs ,6,6,6,6,6,5,999,999,999,999,99999,10.5,41.2
687,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.51,40.8
688,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.52,41.3
689,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.52,41.28
690,Galaxy,6,6,6,6,6,0,999,999,999,999,99999,10.53,41.05
691,Galaxy,6,6,6,6,6,9,999,999,999,999,99999,10.53,41.3
692,Galaxy,6,6,6,6,7,9,999,999,999,999,99999,10.53,41
693,GCs,6,6,6,6,6,0,999,999,999,999,99999,10.54,41.35
694,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.54,41.26
695,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.55,41.5
696,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.55,40.81
697,foreground,6,6,6,6,7,9,999,999,999,999,99999,10.57,41.14
698,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.57,41.13
699,GCs,6,6,6,6,6,5,999,999,999,999,99999,10.59,41.08
700,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.59,41.08
701,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.61,40.82
702,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.62,41.57
703,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.63,41.35
704,foreground,9,9,30,9,9,9,999,999,999,999,99999,10.63,41.38
705,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.63,40.9
706,foreground,6,6,6,6,6,9,999,999,999,999,-132,10.63,41.35
707,GCs,6,6,6,6,6,5,999,999,999,999,99999,10.64,41.36
708,Galaxy,6,6,6,6,6,5,999,999,999,999,99999,10.64,40.9
709,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.65,40.81
710,GCs,0,0,0,0,0,9,999,999,999,999,99999,10.65,41.24
711,Galaxy,6,6,6,6,6,9,999,999,999,999,99999,10.66,40.83
712,GCs,6,6,7,7,7,5,999,999,999,999,99999,10.66,41.61
713,GCs,6,6,6,6,6,5,999,999,999,999,99999,10.67,41.34
714,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.67,41.36
715,foreground,6,6,6,6,6,0,999,999,999,999,99999,10.68,41.36
716,foreground,6,6,6,6,6,0,999,999,999,999,99999,10.69,41.36
717,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.69,41.46
718,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.69,40.81
719,foreground,6,6,6,6,6,9,999,999,999,999,-64,10.71,40.88
