,label,fu,fb,fv,fr,fi,fj,nuv,enuv,fuv,efuv,Vr,ra (deg),dec (deg)
1416,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-131,10.02,41.79
1417,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,-50,10.03,41.97
1418,foreground,7,7,7,7,7,5,999,999,999,999,-77,10.04,41.02
1419,Candidate GCs ,7,7,7,7,5,5,999,999,999,999,-26,10.06,41.69
1420,Candidate GCs ,6,6,6,6,6,5,999,999,999,999,-151,10.06,40.62
1421,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,-38,10.08,40.52
1422,foreground,6,6,6,6,6,5,999,999,999,999,-54,10.1,40.63
1423,Candidate GCs ,5,5,5,5,5,5,999,999,999,999,-62,10.12,41.7
1424,foreground,7,7,7,7,7,5,999,999,999,999,-7,10.13,40.66
1425,foreground,7,7,7,7,7,5,999,999,999,999,-44,10.13,42.01
1426,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,-45,10.15,41.79
1427,foreground,6,6,6,6,6,5,999,999,999,999,-12,10.15,40.65
1428,foreground,6,6,6,6,6,5,999,999,999,999,-87,10.16,40.63
1429,foreground,7,7,7,7,7,5,999,999,999,999,-14,10.18,41.39
1430,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,-59,10.21,41.71
1431,foreground,7,7,7,7,7,5,999,999,999,999,-47,10.22,41.54
1432,foreground,5,7,7,7,7,5,999,999,999,999,-63,10.23,41.98
1433,foreground,5,7,7,7,7,5,999,999,999,999,-28,10.23,41.47
1434,foreground,7,7,7,7,7,9,999,999,999,999,46,10.24,41.53
1435,Candidate GCs ,6,6,6,6,6,5,999,999,999,999,-138,10.24,40.74
1436,foreground,6,6,6,6,6,5,999,999,999,999,2,10.24,41.01
1437,foreground,6,6,6,6,6,5,999,999,999,999,-115,10.24,41.06
1438,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,11,10.24,41.13
1439,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-31,10.26,41.74
1440,foreground,5,7,7,7,7,5,999,999,999,999,-119,10.26,41.14
1441,foreground,6,6,6,6,6,5,999,999,999,999,-20,10.27,41.19
1442,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-7,10.27,42.22
1443,GCs,6,6,6,6,7,5,999,999,999,999,-30,10.27,41.13
1444,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,-105,10.28,41.16
1445,foreground,7,7,7,7,7,5,999,999,999,999,-97,10.28,42.05
1446,Candidate GCs ,6,6,6,6,6,5,999,999,999,999,39,10.29,41.17
1447,Candidate GCs ,6,6,6,6,6,5,999,999,999,999,-59,10.3,40.39
1448,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,-96,10.3,41.6
1449,foreground,5,7,7,7,7,5,999,999,999,999,-118,10.3,42.24
1450,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,-46,10.3,41.66
1451,foreground,6,6,6,6,6,5,999,999,999,999,-73,10.31,41.15
1452,foreground,6,6,6,6,6,5,999,999,999,999,34,10.32,40.87
1453,foreground,6,6,6,6,6,5,999,999,999,999,-36,10.33,40.75
1454,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,4,10.36,40.51
1455,foreground,6,6,6,7,6,5,999,999,999,999,-148,10.36,40.79
1456,Candidate GCs ,6,6,6,6,6,5,999,999,999,999,-40,10.36,40.69
1457,foreground,7,7,7,7,7,5,999,999,999,999,-202,10.41,40.99
1458,foreground,7,7,7,7,7,5,999,999,999,999,-68,10.41,40.88
1459,foreground,7,7,7,7,7,5,999,999,999,999,31,10.41,40.73
1460,Candidate GCs ,6,6,6,7,7,5,999,999,999,999,-22,10.42,40.97
1461,foreground,5,7,7,7,7,5,999,999,999,999,-81,10.43,40.89
1462,Controversial Object,6,6,6,6,6,5,999,999,999,999,-2,10.45,40.79
1463,foreground,6,6,6,6,6,9,999,999,999,999,38,10.46,40.79
1464,GCs,7,6,6,6,6,5,999,999,999,999,-56,10.48,40.79
1465,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,-127,10.49,40.5
1466,foreground,6,6,6,6,6,5,999,999,999,999,-64,10.5,40.77
1467,foreground,6,6,6,6,6,5,999,999,999,999,-28,10.52,40.79
1468,foreground,5,7,7,7,7,5,999,999,999,999,-113,10.53,40.87
1469,Galaxy,6,6,6,7,6,5,999,999,999,999,-8,10.53,41.02
1470,foreground,7,7,7,7,7,5,999,999,999,999,-28,10.56,40.85
1471,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,-17,10.57,41.41
1472,Candidate GCs ,5,5,5,5,5,5,999,999,999,999,-36,10.57,41.4
1473,foreground,6,6,6,6,6,5,999,999,999,999,-78,10.57,40.86
1474,foreground,6,6,6,6,6,5,999,999,999,999,-136,10.58,41.45
1475,foreground,6,6,6,6,6,5,999,999,999,999,-31,10.58,40.86
1476,foreground,7,7,7,7,7,9,999,999,999,999,-46,10.59,41.47
1477,Candidate GCs ,7,7,7,7,7,0,999,999,999,999,-13,10.59,40.37
1478,foreground,7,7,7,7,7,0,999,999,999,999,74,10.6,41.63
1479,Candidate GCs ,5,5,5,5,5,0,20.78,0.11,999,999,99999,10.6,40.61
1480,foreground,7,7,7,7,7,0,20.49,0.03,20.96,0.06,-723,10.6,41.35
1481,foreground,6,6,6,6,6,9,999,999,999,999,-58,10.62,40.86
1482,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,-64,10.64,41.18
1483,Galaxy,5,7,7,7,7,5,999,999,999,999,-126,10.65,40.56
1484,foreground,6,6,6,6,6,0,999,999,999,999,11,10.65,40.87
1485,Candidate GCs ,7,7,7,7,7,0,999,999,999,999,15,10.65,41.51
1486,foreground,6,6,6,6,5,0,999,999,999,999,-67,10.66,41.28
1487,Candidate GCs ,6,6,6,6,6,0,999,999,999,999,-27,10.73,41
1488,foreground,6,6,6,7,6,0,999,999,999,999,-37,10.73,41
1489,Candidate GCs ,6,7,6,6,6,0,20.34,0.02,22.74,0.2,-19,10.74,40.69
1490,Candidate GCs ,5,7,7,7,7,0,22.16,0.17,999,999,55,10.74,40.5
1491,foreground,6,6,6,6,6,0,999,999,999,999,-24,10.75,41.35
1492,foreground,7,7,7,7,7,0,999,999,999,999,-62,10.77,41.27
1493,foreground,7,7,7,7,7,0,999,999,999,999,-208,10.77,41.39
1494,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.79,41.43
1495,foreground,5,7,7,7,7,0,999,999,999,999,-76,10.79,40.64
1496,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.79,41.57
1497,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.83,42.03
1498,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.83,42.25
1499,Candidate GCs ,5,7,7,7,7,0,999,999,999,999,99999,10.84,41.32
1500,foreground,7,7,7,7,7,9,999,999,999,999,-2,10.84,41.76
1501,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-170,10.85,42.03
1502,foreground,7,7,7,7,7,9,999,999,999,999,-183,10.86,41.3
1503,foreground,5,7,7,7,7,9,999,999,999,999,99999,10.86,41.88
1504,foreground,5,7,7,7,7,9,999,999,999,999,99999,10.86,42.27
1505,foreground,7,6,6,6,6,9,999,999,999,999,-314,10.86,41.68
1506,Candidate GCs ,5,5,5,5,5,9,999,999,999,999,99999,10.86,40.42
1507,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.87,40.6
1508,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.89,41.57
1509,Galaxy,6,6,6,6,6,0,21.92,0.15,999,999,-8,10.91,41.76
1510,foreground,7,7,7,7,7,9,18.9,0.02,18.71,0.02,23,10.91,41.17
1511,foreground,7,7,7,7,7,0,999,999,999,999,99999,10.91,41.17
1512,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.92,41.81
1513,Candidate GCs ,6,6,6,6,7,0,999,999,999,999,-65,10.93,40.98
1514,foreground,6,6,6,6,6,5,999,999,999,999,40,10.94,41.77
1515,foreground,7,7,7,7,7,0,999,999,999,999,1,10.94,41.21
1516,foreground,6,6,6,6,6,0,999,999,999,999,99999,10.96,41.78
1517,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.97,41.71
1518,foreground,6,6,6,6,6,0,999,999,999,999,99999,10.97,41.79
1519,foreground,6,6,6,6,6,0,999,999,999,999,99999,10.97,41.83
1520,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.97,40.33
1521,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.98,41.49
1522,foreground,6,6,6,6,6,0,999,999,999,999,-65,10.99,41.75
1523,foreground,6,6,6,6,6,0,999,999,999,999,99999,10.99,41.59
1524,foreground,7,6,6,7,7,0,21.82,0.16,999,999,8,11,40.8
1525,foreground,6,6,6,6,6,9,21.73,0.11,22.32,0.18,-202,11,41.81
1526,foreground,6,6,6,6,7,0,999,999,999,999,-62,11,41.86
1527,foreground,7,7,7,7,7,9,999,999,999,999,99999,11.01,41.25
1528,foreground,7,7,7,7,7,5,999,999,999,999,-60,11.02,41.63
1529,foreground,7,6,6,6,6,0,999,999,999,999,-66,11.03,41.78
1530,foreground,6,7,6,6,6,9,999,999,999,999,-140,11.04,41.57
1531,foreground,7,7,7,7,7,9,999,999,999,999,-150,11.04,41.3
1532,foreground,7,7,7,7,7,9,999,999,999,999,-163,11.05,41.53
1533,foreground,6,6,6,6,6,0,999,999,999,999,-95,11.05,41.61
1534,foreground,6,6,6,6,7,9,999,999,999,999,99999,11.05,41.59
1535,foreground,7,7,7,7,7,9,999,999,999,999,-118,11.05,41.29
1536,foreground,7,7,7,7,7,9,999,999,999,999,-30,11.08,41.86
1537,foreground,7,7,7,7,7,0,999,999,999,999,-47,11.08,40.97
1538,GCs,7,7,7,7,7,9,999,999,999,999,99999,11.1,41.35
1539,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,-84,11.1,40.94
1540,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,17,11.11,40.25
1541,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,99999,11.11,40.71
1542,foreground,6,6,6,6,6,5,999,999,999,999,-23,11.11,41.62
1543,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,-13,11.12,40.71
1544,foreground,6,6,6,6,6,9,999,999,999,999,99999,11.12,41.34
1545,foreground,6,6,6,6,6,9,999,999,999,999,99999,11.13,41.31
1546,foreground,6,6,6,7,6,9,999,999,999,999,99999,11.14,41.8
1547,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,-103,11.15,40.73
1548,foreground,6,6,6,7,6,9,999,999,999,999,99999,11.15,41.88
1549,foreground,6,6,6,6,6,9,999,999,999,999,-74,11.16,41.92
1550,foreground,6,6,6,6,7,0,999,999,999,999,6,11.18,41.42
1551,foreground,6,6,6,6,6,9,999,999,999,999,-748,11.18,41.56
1552,foreground,7,7,7,7,7,0,22.06,0.18,999,999,-115,11.2,41.43
1553,foreground,6,6,6,6,7,0,999,999,999,999,-347,11.2,42.1
1554,foreground,6,6,6,6,6,9,999,999,999,999,-110,11.2,41.8
1555,foreground,6,6,6,6,6,9,20.99,0.06,21.8,0.11,-417,11.23,41.54
1556,GCs,6,6,6,6,6,0,999,999,999,999,-327,11.23,41.88
1557,GCs,6,6,6,6,6,0,22.81,0.17,999,999,-28,11.24,41.88
1558,foreground,7,7,7,7,7,9,19.2,0.02,19.97,0.03,99999,11.24,41.27
1559,foreground,7,7,7,7,7,0,999,999,999,999,-37,11.24,41.16
1560,foreground,6,7,6,6,6,0,999,999,999,999,-36,11.25,41.89
1561,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,11.25,40.97
1562,Candidate GCs ,7,7,7,7,7,0,999,999,999,999,-82,11.26,40.4
1563,GCs,6,6,6,6,6,0,999,999,999,999,-25,11.26,41.99
1564,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-180,11.27,40.5
1565,Candidate GCs ,7,7,7,7,7,9,19.7,0.02,20.89,0.05,99999,11.27,40.72
1566,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,11.27,40.51
1567,GCs,6,6,6,6,6,9,21.57,0.12,999,999,-413,11.27,41.98
1568,Galaxy,7,7,7,7,7,0,999,999,999,999,-229,11.27,40.69
1569,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-12,11.28,41
1570,foreground,6,6,6,6,6,9,999,999,999,999,-70,11.29,41.84
1571,foreground,5,7,7,7,7,9,999,999,999,999,99999,11.35,41.72
1572,foreground,5,7,7,7,7,9,999,999,999,999,-394,11.36,41.66
1573,foreground,6,6,6,6,6,9,999,999,999,999,-92,11.36,41.64
1574,Candidate GCs ,6,6,6,6,7,0,999,999,999,999,-44,11.37,41.51
1575,foreground,6,6,6,6,6,9,999,999,999,999,99999,11.38,41.73
1576,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-156,11.38,40.8
1577,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-21,11.39,40.29
1578,foreground,6,6,6,6,6,9,999,999,999,999,-54,11.4,41.74
1579,Candidate GCs ,6,6,6,6,6,0,999,999,999,999,-9,11.41,41.83
1580,foreground,6,6,6,6,6,0,20.59,0.03,20.98,0.04,-203,11.42,41.92
1581,foreground,7,7,7,7,7,9,21.53,0.1,999,999,-56,11.42,41.86
1582,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-82,11.45,40.76
1583,foreground,6,6,6,6,6,9,999,999,999,999,99999,11.45,41.66
1584,Candidate GCs ,6,6,6,6,6,9,21.01,0.05,22.26,0.19,99999,11.47,41.53
1585,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,11.47,41.69
1586,Candidate GCs ,5,7,7,7,7,0,999,999,999,999,-12,11.48,39.95
1587,foreground,7,7,7,7,7,9,999,999,999,999,99999,11.5,41.85
1588,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,11.51,41.75
1589,Candidate GCs ,7,7,7,7,7,0,999,999,999,999,-42,11.54,41.48
1590,Candidate GCs ,7,7,7,7,7,9,21.71,0.08,999,999,-90,11.54,40.92
1591,foreground,6,6,6,6,6,9,999,999,999,999,-151,11.55,41.65
1592,Candidate GCs ,6,6,6,6,6,9,21.59,0.06,999,999,99999,11.57,41.75
1593,Candidate GCs ,5,7,7,7,7,0,999,999,999,999,-47,11.58,40.4
1594,foreground,6,6,6,6,6,0,999,999,999,999,-107,11.61,41.64
1595,Candidate GCs ,7,7,7,7,7,0,20.39,0.04,999,999,-266,11.64,40.11
1596,foreground,6,6,6,6,6,9,21.42,0.04,999,999,-91,11.66,41.99
1597,foreground,6,6,6,6,6,0,22.59,0.15,999,999,-4,11.68,41.98
1598,Candidate GCs ,6,6,6,6,6,0,999,999,999,999,10,11.7,42.03
1599,Candidate GCs ,6,6,6,6,6,9,22.47,0.2,999,999,99999,11.73,42.01
1600,foreground,7,6,6,6,7,0,999,999,999,999,-45,11.73,42.35
1601,Galaxy,7,7,7,7,7,0,999,999,999,999,-53,11.75,40.76
1602,Candidate GCs ,5,7,7,7,7,0,999,999,999,999,-25,11.76,41.18
1603,Candidate GCs ,7,7,7,7,7,0,21.59,0.04,999,999,-31,11.81,40.37
1604,Candidate GCs ,5,7,7,7,7,0,999,999,999,999,-56,11.81,40.43
1605,Candidate GCs ,7,7,7,7,7,0,21.31,0.04,999,999,-116,11.81,41.02
1606,Candidate GCs ,7,7,7,7,7,0,999,999,999,999,-14,11.9,41.03
1607,foreground,7,7,7,7,7,0,999,999,999,999,-13,11.98,41.56
1608,foreground,7,7,7,7,7,0,999,999,999,999,-55,11.99,41.58
1609,foreground,7,7,7,7,7,0,21.02,0.03,999,999,-144,11.99,41.52
1610,Candidate GCs ,7,7,7,7,7,0,21.41,0.07,999,999,-15,12.01,41.83
1611,foreground,7,7,7,7,7,0,999,999,999,999,-78,12.04,41.81
1612,Candidate GCs ,7,7,7,7,7,0,999,999,999,999,-70,12.1,40.11
1613,foreground,7,7,7,7,7,9,22.36,0.17,999,999,-104,12.1,41.88
1614,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,-38,12.11,41.33
1615,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,-38,12.11,42.05
1616,Candidate GCs ,5,7,7,7,7,5,20.4,0.09,21.17,0.17,-31,12.11,41.1
1617,foreground,7,7,7,7,7,0,999,999,999,999,82,12.13,41.88
1618,foreground,5,7,7,7,7,9,999,999,999,999,99999,12.13,41.92
1619,foreground,7,7,7,7,7,9,999,999,999,999,99999,12.13,41.79
1620,foreground,7,7,7,7,7,9,999,999,999,999,99999,12.14,41.59
1621,Candidate GCs ,7,7,7,7,7,9,19.94,0.05,20.17,0.05,99999,12.14,42.05
1622,foreground,7,7,7,7,7,9,999,999,999,999,99999,12.15,41.65
1623,foreground,7,7,7,7,7,9,20.31,0.07,20.49,0.07,99999,12.17,41.87
1624,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,12.17,41.53
1625,foreground,7,7,7,7,7,9,999,999,999,999,99999,12.18,41.57
1626,foreground,7,7,7,7,7,9,21.52,0.1,21.7,0.18,99999,12.21,41.95
1627,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,12.26,41.92
1628,Candidate GCs ,5,7,7,7,7,0,999,999,999,999,-4,12.27,41.96
1629,Candidate GCs ,7,7,7,7,7,0,999,999,999,999,-67,12.31,41.02
1630,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,12.57,42.11
1631,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,8.3,40.09
1632,Candidate GCs ,5,7,7,7,7,0,999,999,999,999,25,8.32,40.01
1633,Galaxy,7,7,7,5,5,9,999,999,999,999,-320,8.39,40.19
1634,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-109,8.4,40.14
1635,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-423,8.41,39.59
1636,Candidate GCs ,7,7,7,7,7,9,21.02,0.08,21.4,0.1,-585,8.44,39.81
1637,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-582,8.48,39.58
1638,Galaxy,5,7,7,7,7,5,999,999,999,999,-430,8.55,40.13
1639,Candidate GCs ,7,7,7,7,7,5,22.04,0.13,999,999,-495,8.55,40.11
1640,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-343,8.61,39.9
1641,Candidate GCs ,5,7,7,7,7,9,22.55,0.2,999,999,-549,8.71,39.93
1642,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-466,8.79,40.13
1643,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-625,8.79,40.09
1644,Candidate GCs ,7,7,7,7,7,9,23.59,0.7,999,999,-499,8.81,39.69
1645,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,-476,8.84,39.58
1646,Candidate GCs ,5,5,5,5,5,9,999,999,999,999,-519,8.84,41.83
1647,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-448,8.87,39.54
1648,Candidate GCs ,5,5,5,5,5,9,22.29,0.19,999,999,-501,8.87,41.71
1649,foreground,7,7,7,7,7,9,22.88,0.34,999,999,-364,8.87,40.49
1650,Candidate GCs ,5,5,5,5,5,9,999,999,999,999,-246,8.96,41.83
1651,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-454,8.96,39.6
1652,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,-544,8.97,40.9
1653,Candidate GCs ,5,5,5,5,5,9,999,999,999,999,-417,8.97,41.86
1654,Candidate GCs ,5,5,5,5,5,9,999,999,999,999,-435,8.97,41.73
1655,Candidate GCs ,5,5,5,5,5,9,21.47,0.15,999,999,-409,8.98,41.78
1656,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-373,9.02,39.97
1657,Galaxy,7,7,7,7,7,9,999,999,999,999,-301,9.05,40.88
1658,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,-373,9.07,41.43
1659,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-150,9.09,39.87
1660,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-258,9.11,41.59
1661,Candidate GCs ,5,5,5,5,5,9,999,999,999,999,-146,9.13,42.11
1662,Candidate GCs ,5,7,7,7,7,9,999,999,21.22,0.07,-84,9.14,41.5
1663,Candidate GCs ,5,5,5,5,5,9,999,999,999,999,-55,9.16,42.25
1664,Candidate GCs ,7,7,7,7,7,9,22.04,0.08,999,999,-175,9.18,39.58
1665,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-69,9.19,41.44
1666,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-313,9.2,40.07
1667,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,-193,9.21,39.66
1668,foreground,7,7,7,7,7,9,24.5,1.33,999,999,-123,9.22,39.64
1669,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.25,39.56
1670,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.26,41.56
1671,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.27,40.02
1672,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,99999,9.28,41.75
1673,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.29,39.82
1674,foreground,5,7,7,7,7,9,999,999,999,999,99999,9.29,40.33
1675,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,99999,9.3,41.44
1676,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.37,41.92
1677,foreground,5,7,7,7,7,9,999,999,999,999,99999,9.39,40.62
1678,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,9.41,40.09
1679,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.41,41.9
1680,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,9.42,40.08
1681,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,9.42,40.09
1682,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,9.49,41.39
1683,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.5,42.05
1684,Candidate GCs ,6,6,6,6,7,9,999,999,999,999,99999,9.53,40.41
1685,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.55,41.88
1686,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,99999,9.59,40.85
1687,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.68,41.98
1688,Candidate GCs ,6,6,6,6,7,5,999,999,999,999,99999,9.7,40.05
1689,foreground,6,6,6,6,6,9,999,999,999,999,99999,9.72,40.64
1690,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,9.72,40.64
1691,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,9.75,41.73
1692,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,99999,9.76,42.07
1693,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,9.78,40.67
1694,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.79,41.59
1695,foreground,7,7,7,7,7,9,999,999,999,999,99999,9.79,41.02
1696,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,99999,9.81,42.38
1697,Candidate GCs ,6,6,6,6,7,9,999,999,999,999,99999,9.83,40.63
1698,foreground,6,6,6,6,6,9,999,999,999,999,99999,9.85,40.24
1699,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,9.87,42.05
1700,foreground,7,7,7,7,7,9,999,999,999,999,99999,9.91,41.58
1701,Candidate GCs ,6,6,6,6,7,9,999,999,999,999,99999,9.99,41.02
1702,foreground,6,6,6,6,6,9,999,999,999,999,99999,10,40.47
1703,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,10.02,40.24
1704,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,99999,10.02,41.44
1705,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.03,41.72
1706,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.04,40.63
1707,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,99999,10.06,41.91
1708,Candidate GCs ,6,6,6,6,6,5,999,999,999,999,99999,10.06,40.77
1709,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.07,41.57
1710,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,10.08,41.92
1711,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.09,41.65
1712,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.11,41.56
1713,Galaxy,7,7,7,7,7,9,999,999,999,999,99999,10.11,41.39
1714,foreground,5,5,5,5,5,9,999,999,999,999,99999,10.12,41.65
1715,foreground,5,7,7,7,7,9,999,999,999,999,-97,10.14,40.86
1716,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.18,41.59
1717,Candidate GCs ,6,6,6,6,6,5,999,999,999,999,99999,10.2,40.68
1718,foreground,7,7,7,7,7,5,999,999,999,999,99999,10.21,40.28
1719,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,99999,10.22,40.01
1720,foreground,6,6,6,6,6,5,999,999,999,999,12,10.24,40.37
1721,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,10.26,40.8
1722,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.26,40.77
1723,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.28,41.56
1724,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.28,41.86
1725,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.34,42.14
1726,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.35,42.34
1727,foreground,6,6,6,7,7,5,999,999,999,999,99999,10.38,40.65
1728,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.42,40.94
1729,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,10.42,41.07
1730,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.46,41.92
1731,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.48,40.84
1732,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,99999,10.51,40.06
1733,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.53,41.93
1734,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.54,40.97
1735,foreground,6,6,6,6,7,5,999,999,999,999,99999,10.56,41.57
1736,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,10.6,40.64
1737,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.63,41.39
1738,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,99999,10.64,40.08
1739,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.67,40.28
1740,foreground,6,6,6,6,7,9,999,999,999,999,99999,10.69,40.91
1741,foreground,5,5,5,5,5,5,999,999,999,999,99999,10.69,41.3
1742,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.7,40.31
1743,foreground,6,6,6,7,7,9,999,999,999,999,99999,10.71,41.38
1744,foreground,6,6,6,6,7,0,999,999,999,999,99999,10.71,41.39
1745,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,99999,10.75,40.75
1746,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,10.77,41.24
1747,foreground,7,6,6,6,7,5,999,999,999,999,99999,10.79,41.13
1748,Candidate GCs ,6,6,6,6,6,9,999,999,999,999,99999,10.79,41.29
1749,foreground,5,7,7,7,7,9,999,999,999,999,99999,10.81,41.79
1750,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.82,41.51
1751,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.84,40.4
1752,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.85,41.59
1753,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.86,41.13
1754,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,99999,10.88,40.29
