,name,classification,possible for candidate GCs,flag,ac age,pe age,RAJ2000,DECJ2000
7673,SK068D,6,0,0,9,0,0.029184144,+42:04:58.20
7674,SK069D,6,0,6,9,0,0.029290856,+41:46:39.40
7675,SK070D,6,0,0,9,0,0.029361053,+40:25:47.88
7676,SK071D,6,0,0,9,0,0.029400116,+42:06:54.40
7677,SK072D,6,0,0,9,0,0.029412986,+41:22:47.00
7678,SK073D,6,0,0,9,0,0.02957662,+41:45:08.90
7679,SK074D,6,0,0,9,0,0.029577315,+42:03:42.00
7680,SK075D,6,0,0,9,0,0.02961331,+42:07:07.00
7681,SK076D,6,0,0,9,0,0.029848727,+42:06:06.90
7682,SK077D,6,0,0,9,0,0.02986713,+41:23:37.60
7683,SK078D,6,0,0,9,0,0.029871065,+41:22:52.30
7684,SK079D,6,0,0,9,0,0.029931019,+41:22:28.70
7685,SK080D,6,0,0,9,0,0.029941204,+42:06:53.10
7686,SK081D,6,0,0,9,0,0.029963657,+41:44:24.10
7687,SK082D,6,0,0,9,0,0.029986806,+41:45:23.20
7688,SK083D,6,0,6,9,0,0.030192708,+41:14:36.92
7689,SK084D,6,0,0,9,0,0.030245891,+40:53:07.05
7690,SK085D,6,0,0,9,0,0.030423843,+40:30:15.60
7691,SK086D,6,0,0,9,0,0.030464699,+40:22:28.50
7692,SK087D,6,0,0,9,0,0.030676852,+41:58:19.00
7693,SK088D,6,0,0,9,0,0.030707407,+41:55:07.10
7694,SK089D,6,0,0,9,0,0.030727778,+40:28:46.60
7695,SK090D,6,0,0,9,0,0.030784491,+41:55:59.30
7696,SK091D,6,0,6,9,0,0.030876852,+41:34:05.60
7697,SK092D,6,0,0,9,0,0.031359838,+40:38:17.80
7698,SK093D,6,0,0,9,0,0.031390972,+40:36:37.70
7699,SK094D,6,0,0,9,0,0.03154669,+41:01:23.99
7700,SK095D,6,0,0,9,0,0.031826181,+41:31:20.00
7701,SK096D,6,0,0,9,0,0.032428125,+40:25:57.60
7702,SK097D,6,0,6,9,0,0.032443947,+40:39:33.70
7703,SK098D,6,0,0,9,0,0.032528843,+40:39:19.93
7704,SK099D,6,0,0,9,0,0.03271838,+40:36:59.93
7705,SK100D,6,0,0,9,0,0.032818519,+40:36:57.80
7706,SK101D,6,0,0,9,0,0.033266782,+40:46:07.70
7707,SK102D,6,0,0,9,0,0.033327685,+41:48:49.20
7708,SK103D,6,0,0,9,0,0.033394306,+41:49:50.59
7709,SK104D,6,0,0,9,0,0.033414931,+41:29:00.50
7710,SK105D,6,0,0,9,0,0.033422049,+41:57:57.72
7711,SK106D,6,0,0,9,0,0.033516898,+41:38:29.03
7712,SK107D,6,0,0,9,0,0.033533565,+41:22:16.60
7713,SK108D,6,0,0,9,0,0.033709144,+41:22:59.20
7714,SK109D,6,0,0,9,0,0.033853819,+41:23:11.50
7715,SK110D,6,0,0,9,0,0.034021887,+41:28:11.68
7716,SK111D,6,0,0,9,0,0.034223032,+41:00:58.10
7720,SK004E,4,0,0,9,0,0.028416435,+41:57:28.70
7721,SK005E,4,0,0,9,0,0.028474225,+41:55:40.16
7722,SK006E,4,0,0,9,0,0.029737847,+41:59:06.60
7723,SK007E,4,0,0,9,0,0.030029769,+40:22:59.65
7724,SK008E,4,0,0,9,0,0.030042477,+42:01:47.90
7725,SK009E,4,0,0,9,0,0.030408565,+40:32:54.80
7726,SK010E,4,0,0,9,0,0.031163056,+41:46:29.89
7727,SK011E,4,0,0,9,0,0.031814931,+41:02:14.13
7729,SK013E,4,0,0,9,0,0.032282407,+40:20:35.00
7733,SK017E,4,0,0,9,0,0.032783993,+41:30:07.84
7734,SK018E,4,0,0,9,0,0.032942477,+41:47:41.40
7735,SK019E,4,0,0,9,0,0.032999769,+41:52:59.70
7736,SK020E,4,0,0,9,0,0.033121412,+41:46:41.40
7737,SK021E,4,0,0,9,0,0.033721505,+41:43:44.58
8002,C002,2,0,1,9,0,0.029823206,+40:51:23.04
8003,C003,2,1,0,8,0,0.027016319,+40:26:34.20
8004,C004,5,0,0,9,5,0.028330833,+40:59:06.02
8005,C005,6,0,0,8,6,0.032245509,+41:03:15.82
8006,C006,6,0,0,8,6,0.032312662,+39:23:55.68
8007,C007,6,0,0,8,6,0.033456863,+42:25:22.94
8008,C008,5,0,5,9,0,0.028455313,+41:03:32.46
8009,C009,1,0,0,1,3,0.028832697,+40:46:12.96
8010,C010,1,0,0,8,0,0.030440394,+41:02:23.20
8011,C011,1,0,1,8,0,0.030545972,+41:38:43.77
8012,C012,6,0,6,9,0,0.028139005,+40:44:52.30
8013,C013,6,0,0,9,0,0.028572083,+40:32:53.71
8014,C014,6,0,0,9,0,0.028609699,+41:09:54.94
8015,C015,6,0,0,9,0,0.028915741,+40:52:12.30
8016,C016,6,0,0,9,0,0.028947164,+41:03:17.42
8017,C017,6,0,6,9,0,0.028949514,+41:14:42.89
8018,C018,6,0,6,9,0,0.029168345,+40:47:55.93
8019,C019,6,0,0,9,0,0.029256944,+41:00:10.84
8020,C020,6,0,0,9,0,0.029258194,+41:22:39.10
8021,C021,6,0,0,9,0,0.029319329,+40:48:35.50
8022,C022,6,0,0,9,0,0.029469676,+41:05:47.28
8023,C023,6,0,6,9,0,0.029518391,+41:22:43.50
8024,C024,6,0,6,9,0,0.029761771,+41:10:38.19
8025,C025,6,0,6,9,0,0.029849896,+41:04:21.56
8026,C026,6,0,6,9,0,0.030002778,+41:02:47.18
8027,C027,6,0,6,9,0,0.030482419,+41:14:14.77
8028,C028,6,0,6,9,0,0.030494005,+41:00:21.54
8029,C029,6,0,0,9,0,0.030530081,+41:45:29.51
8030,C030,6,0,0,9,0,0.030718299,+41:22:28.03
8031,C031,6,0,0,9,0,0.030813715,+41:33:47.75
8032,C032,6,0,0,9,0,0.0313564,+40:17:03.48
8033,C033,6,0,0,9,0,0.031565718,+41:42:10.72
8034,C034,6,0,0,9,0,0.031567164,+41:45:40.64
8035,C035,6,0,0,9,0,0.031577373,+41:29:58.79
8036,C036,6,0,0,9,0,0.03330191,+42:06:57.09
8037,C037,4,0,0,9,0,0.028898137,+40:47:24.36
8038,C038,4,0,0,9,0,0.030186574,+42:07:38.50
8039,C039,4,0,0,9,0,0.030510208,+40:58:53.16
8040,C040,4,0,0,9,0,0.032387963,+41:07:28.27
8041,C041,2,6,0,2,2,0.03081978,+42:04:33.02
8042,C042,6,0,0,2,6,0.031432951,+41:44:46.24
9022,KHM31-22,1,0,1,1,3,0.027762697,+40:35:24.22
9037,KHM31-37,1,0,1,1,3,0.027904803,+40:36:11.37
9074,KHM31-74,1,0,1,3,1,0.028390417,+40:35:19.69
9077,KHM31-77,1,0,1,3,3,0.028399109,+40:36:50.57
9081,KHM31-81,1,0,1,1,3,0.02842294,+40:35:22.38
9085,KHM31-85,1,0,1,1,3,0.028433252,+40:34:24.99
9097,KHM31-97,1,0,1,1,3,0.028458472,+40:34:24.13
9113,KHM31-113,1,0,1,1,3,0.028503194,+40:34:43.63
9151,KHM31-151,1,0,0,0,3,0.02912662,+40:45:59.40
9152,KHM31-152,1,0,0,1,3,0.029130949,+40:46:32.57
9234,KHM31-234,1,0,1,1,3,0.031127002,+41:19:35.54
9246,KHM31-246,1,0,1,2,3,0.031189063,+41:28:51.36
9264,KHM31-264,1,0,1,3,3,0.031317917,+41:35:43.27
9267,KHM31-267,1,0,1,8,0,0.031332407,+41:37:18.40
9330,KHM31-330,2,1,0,8,0,0.029030683,+40:52:59.51
9340,KHM31-340,2,1,0,8,0,0.029085012,+40:52:16.60
9341,KHM31-341,1,0,0,1,0,0.029086227,+40:52:35.70
9345,KHM31-345,1,0,0,1,3,0.029095475,+40:50:09.38
9347,KHM31-347,2,1,0,8,0,0.029100197,+40:50:27.56
9350,KHM31-350,2,1,0,8,0,0.029109468,+40:51:52.54
9801,PHF7-1,1,0,0,8,3,0.028315058,+40:51:40.90
9802,PHF7-2,1,0,0,1,3,0.028337639,+40:51:58.25
9803,PHF8-1,1,0,0,1,3,0.028929444,+40:40:33.38
9804,PHF6-2,5,0,0,9,0,0.029010394,+41:18:47.76
9805,PHF6-1,1,0,1,3,1,0.029953472,+41:18:18.22
9806,PHF4-2,6,0,6,9,0,0.029835764,+41:18:24.40
9807,PHF4-1,4,0,0,9,0,0.031176852,+41:16:57.00
9901,WH2,1,0,1,1,3,0.027777662,+40:33:27.17
9902,MITA140,1,0,0,3,1,0.029276551,+41:17:45.61
9903,WH23,6,0,6,9,0,0.031259954,+41:30:58.90
9904,WH28,1,0,6,0,3,0.031405324,+41:37:36.20
10043,C043,6,0,0,9,0,0.024906412,+40:20:55.93
10044,C044,4,0,0,9,0,0.027101736,+41:43:12.91
10045,C045,6,0,6,9,6,0.023749421,+39:24:10.98
10046,C046,2,0,6,2,6,0.028319444,+41:40:27.00
