,name,classification,possible for candidate GCs,flag,ac age,pe age,RAJ2000,DECJ2000
3528,M028,1,0,1,9,6,0.030810637,+41:33:39.82
3531,M031,1,0,1,1,3,0.03083647,+41:33:58.14
3539,M039,1,0,1,1,3,0.030918356,+41:30:04.64
3540,M040,1,0,0,3,3,0.03092022,+41:27:55.35
3542,M042,1,0,0,1,3,0.030948692,+41:21:02.92
3543,M043,1,0,0,3,3,0.030953056,+41:23:11.65
3544,M044,6,0,0,9,6,0.030954144,+41:24:09.25
3545,M045,1,0,1,3,3,0.030976563,+41:35:33.11
3546,M046,1,0,1,8,2,0.030979942,+41:27:14.08
3547,M047,1,0,1,3,2,0.030993252,+41:28:52.15
3550,M050,1,0,1,1,3,0.031026331,+41:30:06.52
3552,M052,6,0,0,9,6,0.031205799,+41:41:35.79
3553,M053,1,0,0,3,2,0.031218692,+41:48:02.03
3554,M054,6,0,0,9,6,0.031240336,+41:42:25.63
3555,M055,1,0,1,8,2,0.031245417,+41:33:39.11
3556,M056,3,0,1,8,6,0.031268056,+41:39:04.41
3557,M057,1,0,0,3,3,0.031281944,+41:47:02.26
3558,M058,3,0,1,3,6,0.031288808,+41:40:04.91
3559,M059,1,0,0,1,3,0.031297106,+41:46:20.71
3560,M060,6,0,0,9,6,0.031329225,+41:38:57.88
3562,M062,1,0,0,1,3,0.031338472,+41:45:30.84
3565,M065,2,1,0,9,2,0.031365394,+41:42:23.47
3568,M068,3,0,6,1,3,0.031377245,+41:38:56.28
3569,M069,1,0,1,1,3,0.03138044,+41:49:19.69
3570,M070,1,0,1,3,2,0.031386481,+41:40:19.82
3571,M071,6,0,0,9,6,0.03140956,+41:42:34.02
3572,M072,1,0,0,1,3,0.031409838,+41:42:26.40
3573,M073,1,0,0,1,3,0.031425081,+41:47:32.02
3575,M075,2,2,0,0,0,0.031433032,+41:44:49.41
3576,M076,1,0,0,1,3,0.031436412,+41:43:22.08
3577,M077,5,0,5,9,5,0.031451806,+41:39:32.96
3578,M078,1,0,0,1,3,0.031455579,+41:41:52.48
3579,M079,1,0,0,1,3,0.031456053,+41:40:57.94
3580,M080,1,0,1,1,3,0.031476887,+41:48:30.31
3581,M081,1,0,0,3,3,0.031507801,+41:47:56.87
3582,M082,1,0,0,1,3,0.031553634,+41:45:52.08
3583,M083,6,0,0,9,6,0.031561725,+41:45:43.89
3585,M085,1,0,0,1,3,0.031574225,+41:42:03.64
3586,M086,1,0,1,1,3,0.031579722,+41:49:29.58
3587,M087,1,0,0,1,3,0.031620972,+41:49:32.03
3588,M088,2,1,0,9,6,0.031625914,+41:43:33.54
3589,M089,1,0,0,1,3,0.03162662,+41:43:31.16
3590,M090,6,0,0,9,6,0.031631609,+41:48:23.01
3591,M091,1,0,1,1,3,0.031633113,+41:42:19.20
3592,M092,1,0,0,1,3,0.031661782,+41:45:18.07
3593,M093,1,0,0,2,3,0.03168353,+41:40:11.25
3594,M094,6,0,0,9,6,0.031709965,+41:46:34.39
3595,M095,2,1,0,9,2,0.031711412,+41:44:41.65
3601,M101,1,0,0,1,3,0.031785613,+41:48:20.89
3602,M102,5,0,0,9,5,0.031791215,+41:45:22.43
3604,M104,1,0,0,1,3,0.031814977,+41:48:20.16
3605,M105,1,0,0,3,3,0.031825139,+41:39:26.24
3701,BH01,2,0,0,9,2,0.023743981,+39:23:59.10
3702,BH02,2,1,0,9,2,0.027896863,+40:36:26.20
3703,BH03,1,0,1,8,2,0.028039699,+41:40:44.39
3704,BH04,1,0,1,3,2,0.028093356,+41:42:24.72
3705,BH05,1,0,1,1,3,0.028130903,+40:45:29.22
3706,BH06,1,0,1,8,2,0.028132269,+40:44:54.38
3707,BH07,4,0,4,9,4,0.028135058,+41:26:26.39
3708,BH08,6,0,6,9,6,0.028176238,+41:39:04.29
3709,BH09,1,0,1,3,3,0.028207801,+40:33:21.46
3710,BH10,1,0,0,1,3,0.028296991,+40:53:07.94
3711,BH11,1,0,1,3,2,0.028366192,+40:40:38.28
3712,BH12,1,0,1,1,3,0.028505775,+40:34:58.33
3713,BH13,2,1,0,9,2,0.02900147,+41:33:25.25
3714,BH14,5,0,5,9,5,0.029171505,+40:47:46.57
3715,BH15,4,0,4,9,4,0.029485729,+40:33:30.10
3716,BH16,1,0,1,9,2,0.029700116,+41:17:35.99
3717,BH17,1,0,1,8,2,0.02975522,+40:58:41.41
3718,BH18,1,0,1,3,1,0.029753669,+41:10:33.46
3719,BH19,4,0,4,9,4,0.029827384,+40:49:16.68
3720,BH20,6,0,6,9,0,0.02983831,+40:56:45.24
3721,BH21,6,0,6,9,6,0.029875961,+40:54:17.49
3722,BH22,4,0,0,9,4,0.029910532,+40:51:30.17
3723,BH23,1,0,1,8,2,0.029904664,+41:20:27.98
3724,BH24,4,0,0,9,4,0.029997616,+40:53:02.77
3725,BH25,1,0,1,8,2,0.03,+41:02:48.82
3726,BH26,6,0,6,9,6,0.030830775,+41:45:02.75
3727,BH27,6,0,6,9,6,0.030847998,+41:45:29.59
3728,BH28,1,0,1,8,2,0.031007778,+41:44:26.16
3729,BH29,1,0,1,8,2,0.031681968,+41:36:45.27
3730,BH30,3,0,1,8,6,0.031675255,+41:43:34.61
3731,BH31,6,0,6,9,6,0.032196354,+42:06:31.02
3732,BH32,1,0,1,8,2,0.032217222,+42:00:58.20
4001,B514,1,0,1,0,0,0.021641447,+37:54:00.09
4002,B515,1,0,1,8,1,0.029491308,+41:33:24.52
4003,B516,6,0,6,9,0,0.0386414,+45:24:41.03
4004,B517,1,0,1,0,1,0.041665394,+41:54:06.80
4005,B518,6,0,6,9,0,0.010356366,+39:05:04.10
4006,B519,4,0,4,9,0,0.035765509,+34:07:38.90
4007,MCGC1,1,0,1,0,1,0.018607523,+39:44:46.30
4008,MGC1,1,0,1,0,1,0.035213646,+32:54:58.78
4009,B521,1,0,1,1,3,0.028955197,+40:52:01.63
4010,B522,1,0,1,3,2,0.029061887,+40:52:48.07
4011,B523,1,0,1,9,1,0.029702303,+41:18:32.39
4012,B524,1,0,1,3,2,0.02981316,+41:03:12.99
4013,B525,2,2,0,9,0,0.028995833,+41:12:29.38
4014,B526,2,2,0,9,0,0.029202315,+41:16:23.50
4015,B527,1,0,1,8,0,0.029293044,+41:29:59.03
4016,B528,2,2,0,9,0,0.029999074,+41:23:47.80
4017,B529,2,2,0,9,0,0.029306204,+41:25:37.95
4018,B530,2,2,0,9,0,0.029749074,+41:25:12.70
4019,B531,1,1,0,0,0,0.02517066,+40:57:56.54
4020,B532,1,1,1,0,0,0.031041667,+41:57:38.17
4021,B533,1,1,1,0,0,0.031555556,+41:56:38.13
4023,B534,1,1,1,0,0,0.031366898,+41:48:55.28
4024,B535,1,1,1,0,0,0.030818287,+41:41:39.20
4025,B536,1,1,1,0,0,0.030180556,+41:12:30.48
4026,B537,1,1,1,0,0,0.029081019,+41:06:51.18
4027,B538,1,1,1,0,0,0.02934375,+41:19:37.61
4028,B539,1,1,1,0,0,0.029349537,+41:20:04.55
4029,B540,1,1,1,0,0,0.029405093,+41:20:13.52
5001,2M001,4,0,0,9,0,0.017993831,+40:57:05.87
5002,2M002,4,0,0,9,0,0.020669097,+37:29:30.00
5003,2M003,4,0,0,9,0,0.021491782,+45:20:59.90
5004,2M004,4,0,0,9,0,0.021964236,+40:34:16.30
5005,2M005,4,0,0,9,0,0.024360417,+42:35:31.60
5006,2M006,4,0,0,9,0,0.034157986,+38:06:51.40
5007,2M007,4,0,0,9,0,0.042489583,+39:15:04.70
5008,2M008,4,0,0,9,0,0.042863542,+40:24:20.70
5009,2M009,4,0,0,9,0,0.021864468,+40:53:55.30
5010,2M010,4,0,0,9,0,0.020234028,+39:28:35.70
5011,2M011,4,0,0,9,0,0.020360069,+38:25:16.60
5012,2M012,4,0,0,9,0,0.016746991,+44:59:07.20
5013,2M013,4,0,0,9,0,0.036061111,+47:07:22.90
5014,2M014,4,0,0,9,0,0.018912269,+35:48:12.10
5015,2M015,4,0,0,9,0,0.029459259,+37:42:11.00
5016,2M016,4,0,0,9,0,0.041943287,+42:25:50.50
5017,2M017,4,0,0,9,0,0.042103704,+42:13:04.50
5018,2M018,4,0,0,9,0,0.017699306,+37:50:25.80
5019,2M019,4,0,0,9,0,0.019108681,+40:08:01.50
5020,2M020,4,0,0,9,0,0.025476157,+37:34:53.40
5021,2M021,4,0,0,9,0,0.025708912,+37:38:40.30
5022,2M022,4,0,0,9,0,0.026044329,+36:26:14.90
5023,2M023,4,0,0,9,0,0.017856944,+41:25:35.70
5024,2M024,4,0,0,9,0,0.018379514,+44:16:09.70
5025,2M025,4,0,0,9,0,0.024913426,+37:51:41.50
5026,2M026,4,0,0,9,0,0.029575347,+37:31:29.40
5027,2M027,4,0,0,9,0,0.029785532,+39:09:13.50
5028,2M028,4,0,0,9,0,0.037948032,+45:07:28.70
5029,2M029,4,0,0,9,0,0.039470602,+40:08:52.20
5030,2M030,4,0,0,9,0,0.044330556,+43:20:35.20
5031,2M031,4,0,0,9,0,0.011358912,+34:12:00.20
5032,2M032,4,0,0,9,0,0.014990278,+48:13:32.20
5033,2M033,4,0,0,9,0,0.04861331,+40:24:21.00
5034,2M034,4,0,0,9,0,0.001412153,+51:36:24.20
5035,2M035,4,0,0,9,0,0.004304514,+41:30:13.40
5036,2M036,6,0,6,9,0,0.020042708,+39:05:16.70
5037,2M037,6,0,6,9,0,0.030806481,+38:43:31.90
5038,2M038,6,0,6,9,0,0.026717245,+46:08:21.70
5039,2M039,6,0,0,9,0,0.021055671,+41:17:20.30
5040,2M040,6,0,0,9,0,0.021880903,+40:33:15.30
5041,2M041,6,0,0,9,0,0.034357755,+38:26:16.60
5042,2M042,6,0,0,9,0,0.020711111,+41:43:24.00
5043,2M043,6,0,0,9,0,0.019036343,+45:07:36.00
6002,MCGC2,1,0,1,0,1,0.020659514,+41:13:09.26
6003,MCGC3,1,0,1,0,1,0.021149155,+41:36:19.62
6005,MCGC5,1,0,1,0,1,0.024996921,+35:41:03.38
6007,MCGC7,1,0,1,3,1,0.026960752,+42:22:46.88
6008,MCGC8,1,0,1,0,1,0.037789039,+39:42:55.69
6009,MCGC9,1,0,1,0,1,0.038703194,+42:46:16.35
6010,MCGC10,1,0,1,0,1,0.046832384,+35:46:48.41
6011,MCEC1,8,0,8,9,1,0.026614468,+41:47:14.90
6012,MCEC2,8,0,8,9,1,0.029803252,+43:57:28.02
6013,MCEC3,8,0,8,9,1,0.026442199,+40:44:39.46
6014,MCEC4,8,0,8,9,1,0.04045625,+38:03:02.02
6101,H2,1,0,1,0,1,0.019482176,+40:02:55.29
6103,H3,1,0,1,0,1,0.020487836,+41:50:32.09
6107,H7,1,0,1,0,1,0.022158924,+40:06:47.15
6108,H8,1,0,1,0,1,0.023789468,+39:52:52.43
6109,H9,1,0,1,0,1,0.023810451,+37:30:43.42
6111,H11,1,0,1,0,1,0.026018843,+44:11:26.41
6112,H12,1,0,1,0,1,0.026433449,+37:44:00.59
6113,H13,1,0,1,0,1,0.026778275,+41:44:52.98
6115,H15,1,0,1,0,1,0.027930718,+35:52:37.02
6116,H16,1,0,1,0,1,0.02821544,+39:45:29.92
6117,H17,1,0,1,0,1,0.029440833,+37:14:35.09
6118,H18,1,0,1,0,1,0.030278113,+44:58:59.30
6119,H19,1,0,1,0,1,0.030728241,+38:25:41.94
6120,H20,1,0,1,0,1,0.031857801,+39:55:52.18
6121,H21,1,0,1,0,1,0.033918912,+41:08:36.23
6122,H22,1,0,1,0,1,0.034544676,+38:18:37.89
6125,H25,1,0,1,0,1,0.041372002,+44:05:38.83
6126,H26,1,0,1,0,1,0.041289005,+37:41:34.12
6501,HEC1,8,0,8,9,1,0.017754167,+40:43:39.40
6502,HEC2,8,0,8,9,1,0.019810475,+37:31:23.80
6503,HEC3,8,0,8,9,1,0.025367141,+44:44:16.69
6506,HEC6,8,0,8,9,1,0.026800914,+44:16:49.01
6508,HEC8,8,0,8,9,1,0.03156125,+40:13:47.17
6509,HEC9,8,0,8,9,1,0.035253241,+41:41:34.60
6510,HEC10,8,0,8,9,1,0.037920775,+44:58:43.93
6511,HEC11,8,0,8,9,1,0.038394502,+38:51:02.92
6513,HEC13,8,0,8,9,1,0.040473715,+37:13:50.92
7001,SK001A,6,0,0,0,6,0.025387998,+40:39:45.04
7002,SK002A,1,0,0,0,2,0.025405,+41:01:08.46
7003,SK003A,6,0,0,0,6,0.025818449,+41:41:17.61
7004,SK004A,1,0,0,0,1,0.02640456,+42:04:06.53
7005,SK005A,1,0,0,0,1,0.027073519,+41:40:27.33
7006,SK006A,6,0,0,0,6,0.027542708,+40:33:56.40
7007,SK007A,1,0,0,0,3,0.027593414,+40:51:18.93
7008,SK008A,6,0,6,9,6,0.027782639,+40:43:53.72
7009,SK009A,6,0,0,0,6,0.027842303,+40:56:14.53
7010,SK010A,6,0,0,0,6,0.027847361,+40:35:39.92
7011,SK011A,6,0,0,0,6,0.02797294,+40:39:34.26
7012,SK012A,6,0,0,0,6,0.027997766,+41:00:52.02
7013,SK013A,6,0,0,9,6,0.028037083,+40:50:07.51
7014,SK014A,6,0,0,0,6,0.028065197,+40:48:46.47
7015,SK015A,1,0,0,0,2,0.028080451,+40:45:31.90
7016,SK016A,1,0,0,0,2,0.028145255,+40:46:07.94
7017,SK017A,6,0,0,0,6,0.02833603,+41:00:32.22
7018,SK018A,1,0,0,1,3,0.028398634,+41:16:14.75
7019,SK019A,1,0,0,0,1,0.028529664,+41:28:37.92
7020,SK020A,1,0,0,8,1,0.028626782,+41:09:42.12
7021,SK021A,6,0,0,0,6,0.028645,+40:49:38.75
7022,SK022A,6,0,0,0,6,0.028656528,+40:28:29.40
7023,SK023A,6,0,0,0,6,0.028679005,+40:43:35.23
7024,SK024A,6,0,0,9,6,0.028699896,+40:39:29.54
7025,SK025A,6,0,0,0,6,0.028729248,+40:49:58.25
7026,SK026A,1,0,0,0,1,0.028757303,+40:36:03.73
7027,SK027A,6,0,0,0,6,0.02876,+40:45:20.05
7028,SK028A,6,0,0,0,6,0.028838588,+40:59:29.11
7029,SK029A,6,0,0,0,6,0.028857998,+40:39:39.10
7030,SK030A,6,0,0,0,6,0.028865856,+40:42:22.91
7031,SK031A,6,0,6,9,6,0.028879502,+40:53:41.69
7032,SK032A,6,0,0,0,6,0.028917222,+40:58:26.59
7033,SK033A,6,0,0,0,6,0.028940671,+40:46:09.41
7035,SK035A,1,0,0,0,1,0.029019444,+41:52:34.31
7036,SK036A,1,0,0,3,1,0.029020613,+40:51:08.15
7037,SK037A,6,0,0,0,6,0.029061331,+40:45:13.46
7039,SK039A,6,0,0,9,6,0.029063194,+41:20:14.68
7040,SK040A,6,0,0,0,6,0.029095,+40:54:49.17
7041,SK041A,6,0,0,0,6,0.029193171,+40:53:46.03
7042,SK042A,5,0,0,0,5,0.02921272,+40:56:51.91
7043,SK043A,6,0,0,0,6,0.029227477,+40:48:02.13
7044,SK044A,3,0,3,8,6,0.029240613,+40:53:16.51
7045,SK045A,6,0,0,9,6,0.029277384,+40:47:44.03
7046,SK046A,6,0,0,0,6,0.029319583,+40:46:12.04
7047,SK047A,6,6,6,9,6,0.02933206,+40:50:07.62
7048,SK048A,6,0,0,0,6,0.029370694,+40:55:15.85
7049,SK049A,1,0,0,8,1,0.029392141,+40:52:22.36
7050,SK050A,3,0,3,8,6,0.02941625,+41:14:19.72
7051,SK051A,6,0,0,9,6,0.029538634,+40:53:34.61
7052,SK052A,1,0,0,0,1,0.029598553,+41:50:53.58
7053,SK053A,1,0,0,0,1,0.02963897,+40:17:52.84
7054,SK054A,1,0,0,8,1,0.029688356,+41:08:15.10
7055,SK055A,1,0,0,0,1,0.02976691,+40:44:09.89
7056,SK056A,5,0,0,0,5,0.029794838,+41:01:53.21
7057,SK057A,6,0,0,9,6,0.029838356,+41:23:02.66
7058,SK058A,6,0,0,9,6,0.02993,+41:50:59.64
7059,SK059A,1,0,1,0,5,0.029975255,+41:19:00.90
7060,SK060A,1,0,0,0,1,0.02999831,+40:56:05.40
7061,SK061A,1,0,0,0,1,0.030017801,+41:38:27.66
7062,SK062A,1,0,0,0,1,0.030029248,+41:53:46.79
7063,SK063A,3,0,3,8,6,0.03004728,+41:27:56.97
7064,SK064A,1,0,0,0,1,0.03007412,+40:59:23.73
7065,SK065A,6,0,0,0,6,0.030092708,+41:39:41.50
7066,SK066A,1,0,1,8,1,0.03013978,+41:38:42.25
7067,SK067A,4,0,0,9,4,0.030179086,+41:35:34.62
7068,SK068A,3,0,0,3,6,0.030186863,+41:00:21.53
7069,SK069A,6,0,0,0,6,0.030258218,+41:43:38.90
7070,SK070A,4,0,0,9,4,0.030321111,+41:29:16.34
7071,SK071A,1,0,1,8,1,0.030398218,+41:39:28.57
7072,SK072A,1,0,0,8,1,0.030401389,+41:22:28.24
7073,SK073A,1,0,0,8,1,0.030422801,+41:07:48.21
7074,SK074A,1,0,1,0,6,0.030442824,+41:41:47.90
7075,SK075A,4,0,4,9,4,0.030467361,+41:38:29.86
7076,SK076A,6,0,0,0,6,0.030473727,+41:45:17.80
7077,SK077A,6,0,0,9,6,0.030513495,+41:19:47.99
7078,SK078A,4,0,0,9,4,0.03053897,+41:25:02.50
7079,SK079A,6,0,6,9,6,0.030608634,+41:32:09.10
7080,SK080A,6,0,0,9,6,0.030634861,+41:49:04.25
7081,SK081A,6,0,0,0,6,0.030636586,+41:47:52.31
7082,SK082A,6,0,0,0,6,0.030640671,+41:47:05.90
7083,SK083A,1,0,0,0,1,0.030671227,+41:51:28.57
7084,SK084A,1,0,1,8,2,0.030698414,+41:21:10.79
7085,SK085A,6,0,6,9,6,0.030794329,+41:41:44.88
7086,SK086A,1,0,1,8,1,0.030857303,+41:35:14.43
7087,SK087A,6,0,0,0,6,0.030872674,+41:57:56.65
7088,SK088A,6,0,6,0,6,0.030924502,+41:52:22.32
7089,SK089A,1,0,1,0,6,0.030970671,+41:38:00.20
7090,SK090A,1,0,0,0,2,0.03104794,+41:41:09.82
7091,SK091A,6,0,0,0,6,0.031098275,+41:46:44.33
7092,SK092A,6,0,6,0,2,0.031152245,+41:50:56.73
7093,SK093A,6,0,6,0,1,0.031232106,+41:56:37.51
7094,SK094A,6,0,6,9,6,0.03124228,+41:33:05.28
7095,SK095A,1,0,1,0,2,0.031275752,+41:49:39.64
7096,SK096A,6,0,0,9,6,0.031276169,+41:23:36.48
7097,SK097A,1,0,0,0,2,0.031309109,+41:42:29.20
7098,SK098A,6,0,0,9,6,0.0313375,+41:35:15.69
7099,SK099A,6,0,1,0,6,0.031344387,+41:56:43.02
7100,SK100A,6,0,0,0,6,0.031411169,+41:31:33.38
7101,SK101A,1,0,1,0,6,0.031461644,+41:49:36.37
7102,SK102A,6,0,0,0,6,0.031711667,+41:52:46.84
7103,SK103A,6,0,0,0,6,0.031722616,+40:39:51.34
7104,SK104A,1,0,0,0,1,0.031762859,+41:57:27.80
7105,SK105A,1,0,0,0,2,0.03185022,+41:57:41.59
7106,SK106A,6,0,0,9,6,0.031853912,+42:05:26.53
7107,SK107A,6,0,0,0,6,0.032532755,+41:42:27.50
7108,SK108A,6,0,0,0,6,0.032803634,+40:38:12.08
7109,SK109A,1,0,0,0,1,0.032833947,+41:03:11.64
7110,SK110A,1,0,0,0,1,0.033284583,+41:27:32.47
7111,SK111A,1,0,0,0,1,0.033502674,+41:29:19.45
7112,SK112A,6,0,0,0,6,0.033517639,+41:23:31.24
7113,SK113A,6,0,0,0,6,0.033799387,+41:55:44.90
7114,SK001B,2,2,0,9,2,0.023183808,+40:04:41.48
7115,SK002B,2,2,0,9,2,0.023289468,+39:51:33.10
7116,SK003B,2,4,0,9,2,0.02334559,+39:40:59.47
7117,SK004B,2,2,0,9,2,0.024007083,+40:02:50.05
7118,SK005B,2,2,0,9,2,0.024550914,+41:55:32.61
7119,SK006B,2,2,0,9,2,0.024701829,+41:11:53.29
7120,SK007B,2,2,0,9,2,0.024829838,+39:39:21.59
7121,SK008B,2,2,0,9,2,0.024979051,+39:37:35.69
7122,SK009B,2,2,0,9,2,0.025002639,+40:56:19.86
7123,SK010B,2,2,0,9,2,0.025020023,+39:48:50.80
7124,SK011B,2,2,0,9,2,0.025023495,+41:14:43.88
7125,SK012B,2,2,0,9,2,0.025059097,+40:55:20.32
7126,SK013B,2,2,0,9,2,0.025367222,+41:11:41.78
7127,SK014B,6,0,0,9,6,0.025378171,+40:37:47.10
7128,SK015B,6,0,0,9,6,0.025807384,+40:11:36.70
7129,SK016B,6,0,0,9,6,0.025915255,+40:47:48.91
7130,SK017B,2,2,0,9,2,0.026046863,+40:36:44.49
7131,SK018B,2,2,0,9,2,0.026051227,+40:18:24.88
7132,SK019B,2,2,0,9,2,0.02608191,+40:05:29.47
7133,SK020B,2,2,0,9,2,0.026107581,+40:35:15.07
7134,SK021B,2,2,0,9,2,0.026310243,+41:31:09.80
7135,SK022B,2,2,0,9,2,0.026323056,+40:17:27.67
7136,SK023B,2,2,0,9,2,0.026394144,+41:34:15.84
7137,SK024B,6,0,0,9,6,0.026516366,+40:38:52.22
7138,SK025B,6,0,0,9,6,0.026897951,+40:24:59.89
7139,SK026B,6,0,0,9,6,0.026952558,+40:31:19.09
7140,SK027B,6,0,0,9,6,0.027189815,+40:28:28.60
7141,SK028B,2,2,0,9,2,0.027241887,+41:57:52.00
7142,SK029B,2,2,0,9,2,0.027359282,+42:01:37.34
7143,SK030B,2,2,0,9,2,0.02739684,+42:06:56.19
7144,SK031B,6,0,0,9,6,0.027570301,+40:52:21.17
7145,SK032B,2,2,0,9,2,0.027603947,+42:07:04.96
7146,SK033B,6,0,0,9,6,0.027619583,+40:53:09.83
7147,SK034B,6,0,0,9,6,0.027675949,+40:45:33.15
7148,SK035B,6,0,0,9,6,0.027766076,+41:45:40.89
7149,SK036B,6,0,0,9,6,0.027778472,+40:22:14.56
7150,SK037B,6,0,0,9,6,0.027782106,+40:48:51.11
7151,SK038B,6,0,6,9,6,0.027820532,+40:44:04.18
7152,SK039B,2,2,0,9,2,0.027836053,+41:47:18.00
7153,SK040B,2,2,0,9,2,0.02786544,+41:58:11.69
7154,SK041B,6,0,0,9,6,0.027897199,+41:01:24.06
7155,SK042B,2,2,0,9,2,0.027940336,+41:41:35.75
7156,SK043B,2,2,0,9,2,0.027955613,+40:36:54.39
7157,SK044B,2,2,0,9,2,0.027995799,+40:31:15.39
7159,SK046B,6,0,0,9,6,0.028067894,+40:37:58.21
7160,SK047B,2,2,0,9,2,0.02811331,+41:42:17.62
7161,SK048B,6,0,0,9,6,0.028135972,+40:39:23.37
7162,SK049B,6,0,0,9,6,0.028152639,+42:00:52.49
7163,SK050B,2,2,0,9,2,0.028185556,+41:47:32.71
7164,SK051B,6,0,0,9,6,0.028193866,+40:39:06.83
7165,SK052B,6,0,0,9,6,0.028216644,+40:38:03.81
7166,SK053B,6,0,0,9,6,0.028274583,+41:23:39.98
7167,SK054B,2,2,0,9,2,0.028372419,+41:42:47.12
7168,SK055B,6,0,0,9,6,0.028386782,+41:32:27.82
7169,SK056B,6,0,0,9,6,0.028412199,+41:58:46.67
7170,SK057B,6,0,0,9,6,0.028423021,+41:28:05.49
7171,SK058B,6,0,0,9,6,0.028431725,+41:31:54.34
7172,SK059B,2,2,0,9,2,0.028439884,+40:44:30.91
7173,SK060B,6,0,0,9,6,0.028443218,+41:00:36.75
7174,SK061B,6,0,6,9,6,0.028448912,+41:03:38.57
7175,SK062B,2,2,0,9,2,0.028454502,+41:07:51.77
7176,SK063B,2,2,0,9,2,0.028486273,+41:44:29.38
7177,SK064B,6,0,6,9,6,0.028494745,+41:08:21.72
7178,SK065B,6,0,6,9,6,0.028530891,+41:11:06.11
7179,SK066B,2,2,0,9,2,0.02853706,+42:12:55.48
7180,SK067B,1,0,0,9,3,0.028537164,+41:07:42.57
7181,SK068B,2,2,0,9,2,0.028546331,+41:09:37.26
7182,SK069B,6,0,0,9,6,0.028559086,+42:02:48.13
7183,SK070B,2,2,0,9,2,0.028575556,+41:09:55.66
7184,SK071B,2,2,0,9,2,0.028598669,+40:23:06.36
7185,SK072B,2,2,0,9,2,0.028612894,+41:36:10.47
7186,SK073B,6,0,0,9,6,0.028615081,+42:14:26.78
7187,SK074B,2,2,0,9,2,0.028619109,+41:39:37.84
7188,SK075B,6,0,6,9,6,0.028642396,+41:08:44.71
7189,SK076B,6,0,0,9,6,0.028677025,+40:52:25.28
7190,SK077B,6,0,0,9,6,0.028694248,+40:45:03.96
7191,SK078B,2,2,0,9,2,0.02876625,+40:30:53.42
7192,SK079B,6,0,0,9,6,0.028783889,+40:47:06.95
7193,SK080B,2,2,0,9,2,0.028784653,+40:41:37.17
7194,SK081B,6,0,0,9,6,0.028904954,+40:59:19.22
7195,SK082B,6,0,6,9,6,0.028918171,+40:52:33.57
7196,SK083B,6,0,0,9,6,0.028919745,+40:43:58.79
7198,SK085B,2,2,0,9,2,0.028942662,+40:58:18.55
7199,SK086B,6,0,0,9,6,0.028966111,+40:53:22.97
7200,SK087B,7,0,7,9,6,0.029030914,+40:47:32.09
7201,SK088B,6,0,6,9,6,0.029068113,+40:47:07.39
7202,SK089B,1,0,0,9,5,0.029105752,+40:47:16.19
7203,SK090B,2,2,0,9,2,0.029131551,+40:29:42.44
7204,SK091B,6,0,6,9,6,0.029166192,+40:46:04.09
7205,SK092B,6,0,0,9,6,0.029210694,+40:47:36.53
7206,SK093B,6,0,6,9,6,0.029242801,+40:52:01.89
7207,SK094B,4,0,0,9,4,0.029257384,+41:01:09.83
7208,SK095B,6,0,0,9,6,0.02933581,+40:51:12.34
7209,SK096B,2,2,0,9,2,0.02935809,+41:24:46.72
7210,SK097B,2,2,0,9,2,0.029360637,+41:24:16.50
7211,SK098B,6,0,0,9,6,0.029361921,+40:51:43.20
7212,SK099B,6,0,0,9,6,0.029393275,+41:27:02.78
7213,SK100B,6,0,0,9,6,0.029401863,+40:51:22.93
7214,SK101B,6,0,0,9,6,0.029416134,+41:27:59.16
7215,SK102B,2,2,0,9,2,0.029429167,+40:22:23.61
7216,SK103B,6,0,0,9,6,0.02944581,+41:37:34.06
7217,SK104B,2,2,0,9,2,0.029455336,+40:36:29.08
7218,SK105B,6,0,6,9,6,0.029456088,+41:21:12.63
7219,SK106B,6,0,0,9,6,0.029493171,+40:51:36.76
7220,SK107B,2,2,0,9,2,0.029549363,+41:10:51.85
7221,SK108B,4,0,0,9,4,0.029573831,+40:33:28.80
7222,SK109B,6,0,6,9,6,0.029574363,+40:52:23.28
7223,SK110B,2,2,0,9,2,0.029573912,+41:30:18.50
7224,SK111B,6,0,6,9,6,0.029618808,+41:16:58.45
7226,SK113B,2,2,0,9,2,0.029804306,+40:59:45.43
7227,SK114B,6,0,6,9,6,0.029815718,+40:59:54.38
7228,SK115B,2,2,0,9,2,0.029820243,+40:41:07.31
7229,SK116B,2,2,0,9,2,0.029824167,+40:30:12.57
7231,SK118B,6,0,6,9,6,0.029860972,+41:20:43.45
7232,SK119B,6,0,6,9,6,0.029927188,+41:15:58.39
7233,SK120B,6,0,6,9,6,0.029930336,+41:23:08.71
7234,SK121B,6,0,0,9,6,0.029964387,+41:25:54.98
7235,SK122B,6,0,0,9,6,0.029967836,+40:38:11.36
7236,SK123B,6,0,6,9,6,0.02996853,+41:34:01.63
7237,SK124B,6,0,0,9,6,0.030072859,+42:02:03.45
7238,SK125B,2,2,0,9,2,0.030080023,+42:15:11.47
7239,SK126B,2,2,0,9,2,0.030107917,+41:19:21.97
7240,SK127B,6,0,0,9,6,0.030122616,+41:45:38.16
7241,SK128B,2,2,0,9,2,0.030126447,+42:01:42.42
7242,SK129B,6,0,0,9,6,0.030164525,+41:18:07.77
7243,SK130B,6,0,0,9,6,0.030165972,+41:53:00.93
